,Unnamed: 0,CCV,bloque,OrdenPres,sujnum,TipoNumCCV,FFD,FPRT,TFT,transicion,dur_totCCV,dur_CCV_sin_inico,tiempo_onset_vocal_l,tiempo_onset_vocal_r,OrdenDeCCV,repeticion_ccv,Frecuencia,SegConsVoceada,RPD,RBRC,RBRT,SFD,RRT,NormTransition,TotalRepetition
2,2,BTA,1,1,1,5,81,1258,1258,0.253123530703978,0.592144577242519,0.412125315333914,0.763705668801275,0.76870566880127,3,1,10150.0,0,1258,0,1258,0,0,0.4274691358024689,1
8,8,GDA,1,1,1,5,313,1025,1025,,,,,,3,1,8.06,1,1025,0,1025,0,0,,1
10,10,GBA,1,1,1,5,285,1299,1299,,,,,,5,1,7.04,1,1299,0,1299,0,0,,1
25,25,BCA,1,1,1,5,145,1362,1362,0.277669638523326,0.611934362605547,0.4854797183098921,1.01607498746967,1.27407498746971,2,1,12.49,0,1362,0,1362,0,0,0.4537572254335256,1
28,28,BGA,1,1,1,5,611,1059,1059,0.25589844405058804,0.5463134224149749,0.449310058739985,0.911606793519034,0.9066067935190392,5,1,1.11,1,1059,0,1059,0,0,0.4684095860566461,1
33,33,BTA,1,1,1,5,227,1216,1216,0.28292368144720004,0.514598160051606,0.4675612204561661,0.993412539008045,0.9944125390080212,4,2,10150.0,0,1216,0,1216,0,0,0.5497953615279684,2
37,37,DBA,1,1,1,5,80,1063,1063,0.30046521578767,0.540713229237728,0.468700904792749,0.88018254701214,0.87018254701215,2,1,0.05,1,1063,0,1063,0,0,0.5556831228473024,1
38,38,DPA,1,1,1,5,192,1233,1233,0.31490462143673403,0.573391230257748,0.486461435309033,0.966758072857472,0.969758072857514,3,1,3.51,0,1233,0,1233,0,0,0.5491967871485925,1
45,45,GDA,1,1,1,5,311,792,792,,,,,,4,2,8.06,1,792,0,792,0,0,,2
55,55,DTA,1,1,1,5,708,1538,1538,0.28318958216206297,0.5366775734256339,0.463738038235101,1.3857986506915805,1.39579865069169,2,1,1.44,0,1538,0,1538,0,0,0.527671727280223,1
56,56,GTA,1,1,1,5,515,1094,1094,,,,,,3,1,47.64,0,1094,0,1094,0,0,,1
57,57,DCA,1,1,1,5,696,1071,1071,0.304222912398187,0.574933329780849,0.496886614034717,0.8865813479084301,0.8925813479084009,4,1,0.19,0,1071,0,1071,0,0,0.5291446792868133,1
58,58,BPA,1,1,1,5,681,1118,1118,0.31634909989338,0.561519652310749,0.487704862335627,0.974318639951842,0.9833186399517428,5,1,0.39,0,1118,0,1118,0,0,0.5633802816901414,1
62,62,GDA,1,1,1,5,280,1135,1135,,,,,,3,3,8.06,1,1135,0,1135,0,0,,3
64,64,DBA,1,1,1,5,730,924,924,0.224636143367065,0.459932985063415,0.358656350935213,0.7622463446941959,0.754246344694158,5,2,0.05,1,924,0,924,0,0,0.4884105960264895,2
68,68,DGA,1,1,1,5,292,1399,1399,,,,,,3,1,0.0,1,1399,0,1399,0,0,,1
73,73,GBA,1,1,1,5,212,1014,1014,,,,,,2,2,7.04,1,1014,0,1014,0,0,,2
75,75,BCA,1,1,1,5,299,1318,1318,0.22939884065524105,0.5832696979888851,0.4433672660197701,0.9943752429882958,0.9983752429883148,4,2,12.49,0,1318,0,1318,0,0,0.3932980599647275,2
80,80,DTA,1,1,1,5,652,1140,1140,0.268028324120489,0.495614504660667,0.452000428250528,0.9846656213961208,0.987665621396164,3,2,1.44,0,1140,0,1140,0,0,0.5408000000000005,2
97,97,GCA,1,1,1,5,179,1295,1295,0.350525443644839,0.6551639201216249,0.545545054109058,1.0310725335383002,1.03207253353827,2,1,0.0,0,1295,0,1295,0,0,0.5350194552529195,1
103,103,DTA,1,1,1,5,191,1009,1009,0.25808497143967496,0.54492592855508,0.432058684777841,1.00577563229637,0.9977756322964472,2,3,1.44,0,1009,0,1009,0,0,0.4736147757255934,3
104,104,GTA,1,1,1,5,467,1269,1269,0.288034833585838,0.569439709365353,0.458203750614812,1.01856653654041,1.02056653654047,3,2,47.64,0,1269,0,1269,0,0,0.5058214747736087,2
109,109,BDA,1,1,1,5,339,1271,1271,0.185090912298906,0.546901791114355,0.382273190727891,0.9480614985987148,0.9490614985986908,2,1,23.66,1,1271,0,1271,0,0,0.3384353741496601,1
110,110,BTA,1,1,1,5,194,992,992,0.305074468512769,0.537600740245062,0.494815906246321,0.8020449897578041,0.8050449897577329,3,3,10150.0,0,992,0,992,0,0,0.5674740484429069,3
112,112,DPA,1,1,1,5,186,902,902,0.26078329634981,0.465599401245553,0.404273648907584,0.7778904567640319,0.7678904567640409,5,2,3.51,0,902,0,902,0,0,0.5601023017902792,2
115,115,BDA,1,1,1,5,395,962,962,0.22480579142386894,0.500669169374514,0.3947437286697079,1.00269611606895,1.00669611606886,2,2,23.66,1,962,0,962,0,0,0.4490106544901074,2
118,118,BGA,1,1,1,5,230,1406,1406,,,,,,5,3,1.11,1,1406,0,1406,0,0,,3
121,121,GBA,1,1,1,5,171,790,790,,,,,,2,3,7.04,1,790,0,790,0,0,,3
122,122,GPA,1,1,1,5,363,564,716,,,,,,3,1,7.98,0,564,0,564,0,152,,1
130,130,GPA,1,1,1,5,205,1624,1624,,,,,,5,2,7.98,0,1624,0,1624,0,0,,2
135,135,GCA,1,1,1,5,781,1399,1399,,,,,,4,2,0.0,0,1399,0,1399,0,0,,2
136,136,DGA,1,1,1,5,408,919,919,0.304442978958381,0.566051067715027,0.481459065380701,0.973414638770327,0.962414638770246,5,2,0.0,1,919,0,919,0,0,0.5378365951809315,2
139,139,DCA,1,1,1,5,226,1008,1008,0.2852989429546889,0.667491866535499,0.5342626431745829,0.486048492803671,0.7280484928036329,2,2,0.19,0,1008,0,1008,0,0,0.4274193548387095,2
141,141,GPA,1,1,1,5,233,1452,1452,,,,,,4,3,7.98,0,1452,0,1452,0,0,,3
145,145,DCA,1,1,1,5,191,1357,1357,0.34720045523193,0.676765331785413,0.56764518871252,1.1151174040142,1.10111740401419,2,3,0.19,0,1357,0,1357,0,0,0.5130293159609118,3
147,147,DGA,1,1,1,5,343,1456,1456,,,,,,4,3,0.0,1,1456,0,1456,0,0,,3
153,153,BDA,1,1,1,5,41,1033,1033,0.22451577673247106,0.501711232921721,0.4277088260657679,0.9232059077340709,0.933205907734062,4,3,23.66,1,1033,0,1033,0,0,0.4475000000000017,3
154,154,DBA,1,1,1,5,726,1148,1148,0.23590933092270105,0.5206023815115179,0.422306826960392,0.9276783345942852,0.9296783345943508,5,3,0.05,1,1148,0,1148,0,0,0.4531468531468516,3
166,166,BPA,1,1,1,5,695,1450,1450,,,,,,5,3,0.39,0,1450,0,1450,0,0,,3
169,169,DPA,1,1,1,5,241,864,864,,,,,,2,3,3.51,0,864,0,864,0,0,,3
170,170,GCA,1,1,1,5,314,1558,1558,,,,,,3,3,0.0,0,1558,0,1558,0,0,,3
176,176,BCA,1,1,1,5,49,825,825,0.28687094378683503,0.540810274128753,0.433965483840799,1.29826436015323,1.29826436015323,3,3,12.49,0,825,0,825,0,0,0.5304465493910687,3
181,181,BDA,2,3,1,5,596,1341,1341,,,,,,2,1,23.66,1,1341,0,1341,0,0,,4
182,182,GTA,2,3,1,5,382,766,766,,,,,,3,1,47.64,0,766,0,766,0,0,,4
183,183,DPA,2,3,1,5,307,709,709,,,,,,4,1,3.51,0,709,0,709,0,0,,4
188,188,BPA,2,3,1,5,261,771,771,,,,,,3,1,0.39,0,771,0,771,0,0,,4
189,189,DPA,2,3,1,5,209,707,707,,,,,,4,2,3.51,0,707,0,707,0,0,,5
201,201,GPA,2,3,1,5,370,972,972,,,,,,4,1,7.98,0,972,0,972,0,0,,4
202,202,GBA,2,3,1,5,335,788,788,,,,,,5,1,7.04,1,788,0,788,0,0,,4
205,205,DGA,2,3,1,5,219,475,475,,,,,,2,1,0.0,1,475,0,475,0,0,,4
206,206,BDA,2,3,1,5,261,763,763,,,,,,3,2,23.66,1,763,0,763,0,0,,5
211,211,DCA,2,3,1,5,356,724,724,,,,,,3,1,0.19,0,724,0,724,0,0,,4
216,216,BTA,2,3,1,5,187,513,513,,,,,,2,1,10150.0,0,513,0,513,0,0,,4
217,217,DBA,2,3,1,5,642,642,642,,,,,,3,1,0.05,1,642,0,642,642,0,,4
223,223,DBA,2,3,1,5,69,639,639,,,,,,3,2,0.05,1,639,0,639,0,0,,5
224,224,DTA,2,3,1,5,379,690,690,,,,,,4,1,1.44,0,690,0,690,0,0,,4
225,225,BDA,2,3,1,5,264,722,722,,,,,,5,3,23.66,1,722,0,722,0,0,,6
229,229,DCA,2,3,1,5,161,976,976,,,,,,3,2,0.19,0,976,0,976,0,0,,5
230,230,GCA,2,3,1,5,432,636,636,,,,,,4,1,0.0,0,636,0,636,0,0,,4
231,231,DPA,2,3,1,5,259,983,983,,,,,,5,3,3.51,0,983,0,983,0,0,,6
240,240,GCA,2,3,1,5,323,1011,1011,,,,,,2,2,0.0,0,1011,0,1011,0,0,,5
247,247,BTA,2,3,1,5,272,1116,1116,,,,,,3,2,10150.0,0,1116,0,1116,0,0,,5
248,248,GPA,2,3,1,5,343,918,918,,,,,,4,2,7.98,0,918,0,918,0,0,,5
258,258,BPA,2,3,1,5,65,720,720,,,,,,2,2,0.39,0,720,0,720,0,0,,5
259,259,BGA,2,3,1,5,663,1153,1153,,,,,,3,1,1.11,1,1153,0,1153,0,0,,4
260,260,DTA,2,3,1,5,252,800,800,,,,,,4,2,1.44,0,800,0,800,0,0,,5
261,261,GTA,2,3,1,5,507,747,747,,,,,,5,2,47.64,0,747,0,747,0,0,,5
277,277,GTA,2,3,1,5,260,955,955,,,,,,3,3,47.64,0,955,0,955,0,0,,6
278,278,GBA,2,3,1,5,305,682,682,,,,,,4,2,7.04,1,682,0,682,0,0,,5
283,283,GPA,2,3,1,5,302,1270,1270,,,,,,3,3,7.98,0,1270,0,1270,0,0,,6
285,285,BCA,2,3,1,5,275,749,749,,,,,,5,1,12.49,0,749,0,749,0,0,,4
294,294,GCA,2,3,1,5,287,774,1125,,,,,,2,3,0.0,0,774,0,774,0,351,,6
302,302,DGA,2,3,1,5,473,630,630,,,,,,4,2,0.0,1,630,0,630,0,0,,5
308,308,BCA,2,3,1,5,281,408,408,,,,,,4,2,12.49,0,408,0,408,0,0,,5
312,312,GDA,2,3,1,5,266,840,840,,,,,,2,2,8.06,1,840,0,840,0,0,,5
315,315,BTA,2,3,1,5,297,1086,1086,,,,,,5,3,10150.0,0,1086,0,1086,0,0,,6
324,324,GDA,2,3,1,5,264,916,916,,,,,,2,3,8.06,1,916,0,916,0,0,,6
326,326,BGA,2,3,1,5,359,812,812,,,,,,4,3,1.11,1,812,0,812,0,0,,6
332,332,DCA,2,3,1,5,268,1351,1351,,,,,,4,3,0.19,0,1351,0,1351,0,0,,6
333,333,DBA,2,3,1,5,42,573,573,,,,,,5,3,0.05,1,573,0,573,0,0,,6
338,338,GBA,2,3,1,5,279,1017,1017,,,,,,4,3,7.04,1,1017,0,1017,0,0,,6
339,339,DGA,2,3,1,5,223,571,676,,,,,,5,3,0.0,1,571,0,571,0,105,,6
344,344,DTA,2,3,1,5,295,770,770,,,,,,4,3,1.44,0,770,0,770,0,0,,6
348,348,BCA,2,3,1,5,356,752,752,,,,,,3,3,12.49,0,752,0,752,0,0,,6
349,349,BPA,2,3,1,5,345,492,492,,,,,,4,3,0.39,0,492,0,492,0,0,,6
358,358,BPA,1,1,2,5,147,147,147,,,,,,2,1,0.39,0,147,0,147,147,0,,1
360,360,DGA,1,1,2,5,250,1071,1071,,,,,,2,1,0.0,1,1071,0,1071,0,0,,1
361,361,GTA,1,1,2,5,673,1155,1155,0.208603990781493,0.498128438025983,0.3671918200305821,0.780656742199607,0.7816567421989009,3,1,47.64,0,1155,0,1155,0,0,0.41877551020408105,1
363,363,GDA,1,1,2,5,315,947,947,0.24592381942030106,0.4932609941246261,0.4183531640713161,0.893148298840692,0.8961482988403929,5,1,8.06,1,947,0,947,0,0,0.4985673352435537,1
366,366,BTA,1,1,2,5,212,1036,1036,0.16622296177324802,0.43377361942196896,0.354077678845754,1.11583429091213,1.1098342909118202,2,1,10150.0,0,1036,0,1036,0,0,0.38320209973753294,1
368,368,GPA,1,1,2,5,297,1353,1353,0.232256741107826,0.480452670330894,0.387094568513043,1.07478664498034,1.07678664498074,4,1,7.98,0,1353,0,1353,0,0,0.4834123222748825,1
372,372,DPA,1,1,2,5,310,780,780,0.22996348660112806,0.539474091208935,0.3601314978847849,0.714567639551182,0.716567639550679,2,1,3.51,0,780,0,780,0,0,0.4262734584450407,1
375,375,BDA,1,1,2,5,592,933,933,0.236679684903284,0.517623891028937,0.37444171523821,0.9601535397970572,0.961153539797261,5,1,23.66,1,933,0,933,0,0,0.457242582897034,1
378,378,GDA,1,1,2,5,229,751,751,0.221813117555154,0.533803217656802,0.38564233218559896,0.811533073577154,0.813533073577562,2,2,8.06,1,751,0,751,0,0,0.4155334966485051,2
379,379,BGA,1,1,2,5,201,1067,1067,0.180102232474742,0.3971004084078521,0.303922517301128,0.864209201102203,0.8662092011026099,3,1,1.11,1,1067,0,1067,0,0,0.4535433070866133,1
380,380,GTA,1,1,2,5,281,1030,1030,0.208868561272792,0.3639565947927079,0.317680326726282,0.9077721681113248,0.9097721681108232,4,2,47.64,0,1030,0,1030,0,0,0.5738831615120298,2
381,381,GCA,1,1,2,5,298,1124,1124,,,,,,5,1,0.0,0,1124,0,1124,0,0,,1
391,391,BCA,1,1,2,5,516,745,745,,,,,,3,1,12.49,0,745,0,745,0,0,,1
398,398,BCA,1,1,2,5,459,902,902,,,,,,4,2,12.49,0,902,0,902,0,0,,2
399,399,BDA,1,1,2,5,515,1127,1127,0.117731684069134,0.373493618426218,0.21760062986571,1.1906878721598502,1.1906878721598502,5,2,23.66,1,1127,0,1127,0,0,0.31521739130434806,2
402,402,GBA,1,1,2,5,281,281,281,0.21079578913742006,0.452622430482887,0.319938786558826,0.154013793121789,0.152013793122291,2,1,7.04,1,281,0,281,281,0,0.4657210401891249,1
404,404,BPA,1,1,2,5,232,1023,1023,0.20440725160922504,0.400726446500099,0.327933936034944,0.954144146662442,0.9561441466628492,4,2,0.39,0,1023,0,1023,0,0,0.5100917431192666,2
408,408,DBA,1,1,2,5,491,717,717,0.22172731684873606,0.3950425557829,0.307900815536672,0.5762470173917961,0.5772470173910911,2,1,0.05,1,717,0,717,0,0,0.5612745098039228,1
411,411,BDA,1,1,2,5,271,882,882,0.191264539320274,0.36729958370638105,0.286672845819615,0.939531728410043,0.9405317284102472,5,3,23.66,1,882,0,882,0,0,0.5207317073170731,3
422,422,BTA,1,1,2,5,330,953,953,0.247166622395936,0.439846034103949,0.358510052932123,0.8882393409486941,0.889239340948897,4,2,10150.0,0,953,0,953,0,0,0.5619389587073621,2
423,423,BGA,1,1,2,5,640,1254,1254,0.21557983359134306,0.409048915019472,0.3403476493694831,1.0478204308328398,1.04682043083263,5,2,1.11,1,1254,0,1254,0,0,0.5270270270270262,2
434,434,DBA,1,1,2,5,267,773,773,0.203857463294811,0.41034534547084295,0.342612059279342,0.78331513884017,0.784315138839464,4,2,0.05,1,773,0,773,0,0,0.4967948717948747,2
445,445,DBA,1,1,2,5,328,815,815,0.227344671478172,0.43143818337335,0.331544312572335,0.7442800025576791,0.7472800025582901,3,3,0.05,1,815,0,815,0,0,0.5269461077844301,3
450,450,DPA,1,1,2,5,236,952,952,0.241239960226661,0.497401979848786,0.368077465088101,0.6162217061957571,0.605221706195335,2,3,3.51,0,952,0,952,0,0,0.4849999999999996,3
451,451,GBA,1,1,2,5,530,869,1006,,,,,,3,2,7.04,1,869,0,869,0,137,,2
457,457,BTA,1,1,2,5,447,935,935,0.23874520168841,0.430647990387322,0.3656730304341471,0.7907431710413609,0.7927431710408591,3,3,10150.0,0,935,0,935,0,0,0.5543859649122805,3
463,463,DTA,1,1,2,5,282,1062,1600,0.205613035141154,0.38919610223147,0.33884188954384,0.97971255159608,0.982712551595782,3,1,1.44,0,1062,0,1062,0,538,0.5283018867924529,1
474,474,GDA,1,1,2,5,301,665,665,,,,,,2,3,8.06,1,665,0,665,0,0,,3
477,477,GBA,1,1,2,5,296,868,1063,0.208737022284115,0.4449723349290121,0.35247808553365506,0.643446332779614,0.6454463327791121,5,3,7.04,1,868,0,868,0,195,0.4691011235955052,3
483,483,DTA,1,1,2,5,370,1068,1068,0.20843672208372,0.44061939984786297,0.36938153280659103,0.9312471156861152,0.928247115685504,5,3,1.44,0,1068,0,1068,0,0,0.4730538922155698,3
492,492,BCA,1,1,2,5,370,947,1008,0.230542612299402,0.452723575448048,0.3810522970130011,0.7937803318773259,0.7867803318768092,2,3,12.49,0,947,0,947,0,61,0.5092348284960427,3
494,494,DGA,1,1,2,5,380,1075,1075,0.170816546936862,0.3643289987114899,0.284296071125687,1.03643739863452,1.04043739863442,4,2,0.0,1,1075,0,1075,0,0,0.4688524590163921,2
495,495,GPA,1,1,2,5,592,824,956,0.26040564498067104,0.484975650743818,0.412109851001521,0.6849820087156371,0.6849820087156371,5,3,7.98,0,824,0,824,0,132,0.5369458128078823,3
498,498,DGA,1,1,2,5,367,970,970,0.26204977155982995,0.5654758228396309,0.4163898625787771,0.874851713644075,0.86585171364406,2,3,0.0,1,970,0,970,0,0,0.4634146341463432,3
511,511,GCA,1,1,2,5,285,1044,1044,0.233536995716507,0.487948806692591,0.409668249469181,0.902454911221919,0.896454911221606,3,3,0.0,0,1044,0,1044,0,0,0.4786096256684482,3
512,512,BGA,1,1,2,5,431,1222,1222,0.220490236179272,0.413582277330351,0.35487185941279403,1.05026502026287,1.05326502026257,4,3,1.11,1,1222,0,1222,0,0,0.5331230283911665,3
519,519,DCA,1,1,2,5,339,1037,1037,0.265744771957702,0.499114546316496,0.449203091684846,0.699199261633293,0.7001992616325871,5,3,0.19,0,1037,0,1037,0,0,0.5324324324324325,3
523,523,GTA,1,1,2,5,254,539,539,0.22032679797701504,0.51751178129485,0.3637954106132121,0.767011903941532,0.758011903941518,3,3,47.64,0,539,0,539,0,0,0.4257425742574251,3
536,536,BPA,2,3,2,5,353,713,713,,,,,,4,1,0.39,0,713,0,713,0,0,,4
537,537,GBA,2,3,2,5,284,1130,1130,,,,,,5,1,7.04,1,1130,0,1130,0,0,,4
540,540,BGA,2,3,2,5,416,893,893,,,,,,2,1,1.11,1,893,0,893,0,0,,4
541,541,GBA,2,3,2,5,584,1181,1181,,,,,,3,2,7.04,1,1181,0,1181,0,0,,5
543,543,DGA,2,3,2,5,457,752,1002,,,,,,5,1,0.0,1,752,0,752,0,250,,4
546,546,DBA,2,3,2,5,378,729,729,,,,,,2,1,0.05,1,729,0,729,0,0,,4
549,549,GDA,2,3,2,5,426,638,894,,,,,,5,1,8.06,1,638,0,638,0,256,,4
553,553,BTA,2,3,2,5,445,808,1278,,,,,,3,1,10150.0,0,808,0,808,0,470,,4
564,564,DCA,2,3,2,5,352,1073,1073,,,,,,2,1,0.19,0,1073,0,1073,0,0,,4
570,570,GPA,2,3,2,5,247,1138,1138,,,,,,2,1,7.98,0,1138,0,1138,0,0,,4
573,573,BTA,2,3,2,5,517,760,760,,,,,,5,2,10150.0,0,760,0,760,0,0,,5
576,576,GBA,2,3,2,5,580,798,798,,,,,,2,3,7.04,1,798,0,798,0,0,,6
579,579,GDA,2,3,2,5,670,902,902,,,,,,5,2,8.06,1,902,0,902,0,0,,5
582,582,BPA,2,3,2,5,468,923,923,,,,,,2,2,0.39,0,923,0,923,0,0,,5
583,583,GPA,2,3,2,5,292,950,1329,,,,,,3,2,7.98,0,950,0,950,0,379,,5
595,595,BTA,2,3,2,5,524,1002,1002,,,,,,4,3,10150.0,0,1002,0,1002,0,0,,6
601,601,BPA,2,3,2,5,515,680,680,,,,,,4,3,0.39,0,680,0,680,0,0,,6
602,602,GTA,2,3,2,5,642,944,1455,,,,,,5,1,47.64,0,944,0,944,0,511,,4
607,607,DTA,2,3,2,5,723,723,935,,,,,,4,1,1.44,0,723,0,723,0,212,,4
612,612,GCA,2,3,2,5,341,817,817,,,,,,3,2,0.0,0,817,0,817,0,0,,5
618,618,DBA,2,3,2,5,338,778,778,,,,,,3,3,0.05,1,778,0,778,0,0,,6
623,623,DPA,2,3,2,5,282,795,795,,,,,,2,2,3.51,0,795,0,795,0,0,,5
631,631,DPA,2,3,2,5,531,1323,1323,,,,,,4,3,3.51,0,1323,0,1323,0,0,,6
644,644,BDA,2,3,2,5,668,1041,1041,,,,,,5,2,23.66,1,1041,0,1041,0,0,,5
654,654,DGA,2,3,2,5,302,682,682,,,,,,3,3,0.0,1,682,0,682,0,0,,6
661,661,GCA,2,3,2,5,244,1164,1164,,,,,,4,3,0.0,0,1164,0,1164,0,0,,6
662,662,GPA,2,3,2,5,229,687,831,,,,,,5,3,7.98,0,687,0,687,0,144,,6
665,665,GTA,2,3,2,5,418,703,703,,,,,,2,3,47.64,0,703,0,703,0,0,,6
673,673,BGA,2,3,2,5,289,289,289,,,,,,4,3,1.11,1,289,0,289,289,0,,6
679,679,DTA,2,3,2,5,571,1099,1099,,,,,,4,2,1.44,0,1099,0,1099,0,0,,5
685,685,DCA,2,3,2,5,292,545,545,,,,,,4,3,0.19,0,545,0,545,0,0,,6
686,686,BDA,2,3,2,5,265,728,863,,,,,,5,3,23.66,1,728,0,728,0,135,,6
696,696,GDA,2,3,2,5,655,655,655,,,,,,3,3,8.06,1,655,0,655,655,0,,6
697,697,DTA,2,3,2,5,509,701,1064,,,,,,4,3,1.44,0,701,0,701,0,363,,6
709,709,BCA,2,3,2,5,574,757,757,,,,,,4,3,12.49,0,757,0,757,0,0,,6
714,714,BTA,1,2,3,5,503,678,678,0.19453761902231,0.487585777038897,0.461095548065646,0.7266463367727428,0.72764633677272,3,1,10150.0,0,678,0,678,0,0,0.3989813242784373,1
720,720,GDA,1,2,3,5,188,739,739,0.17801774607298798,0.481505831245614,0.44182717700042895,0.6948280319091639,0.6968280319091171,3,1,8.06,1,739,0,739,0,0,0.3697104677060119,1
722,722,GBA,1,2,3,5,303,1094,1094,,,,,,5,1,7.04,1,1094,0,1094,0,0,,1
737,737,BCA,1,2,3,5,161,920,920,0.161877929087428,0.5968560378597679,0.468014420831,0.739050433993506,0.732050433993672,2,1,12.49,0,920,0,920,0,0,0.2712177121771221,1
740,740,BGA,1,2,3,5,168,960,960,,,,,,5,1,1.11,1,960,0,960,0,0,,1
745,745,BTA,1,2,3,5,379,705,705,0.21265435526631,0.741144468945899,0.525973494090638,0.6356450742976271,0.636645074297603,4,2,10150.0,0,705,0,705,0,0,0.2869269949066206,2
749,749,DBA,1,2,3,5,197,843,843,,,,,,2,1,0.05,1,843,0,843,0,0,,1
750,750,DPA,1,2,3,5,221,872,872,0.190586554427514,0.702075256053491,0.518004481264525,0.912782451798034,0.91378245179801,3,1,3.51,0,872,0,872,0,0,0.2714617169373552,1
757,757,GDA,1,2,3,5,209,869,869,0.17166544804747802,0.627239137096553,0.500140680369093,0.780749111904008,0.781749111904212,4,2,8.06,1,869,0,869,0,0,0.2736842105263164,2
766,766,DTA,1,2,3,5,244,636,636,0.197367529597786,0.6217588497173779,0.478590693532455,0.522754537147488,0.522754537147488,2,1,1.44,0,636,0,636,0,0,0.31743421052631565,1
767,767,GTA,1,2,3,5,219,808,808,0.213729604590348,0.666754555946925,0.546084252876776,0.6575247192841519,0.659524719284332,3,1,47.64,0,808,0,808,0,0,0.32055214723926284,1
768,768,DCA,1,2,3,5,180,856,856,0.18918649210150495,0.7127728918635079,0.574717884113761,0.764683640481731,0.765683640481707,4,1,0.19,0,856,0,856,0,0,0.2654232424677188,1
769,769,BPA,1,2,3,5,643,1326,1326,0.23725008739215694,0.7782211918337579,0.635053035648835,1.05382389190987,1.05882389190975,5,1,0.39,0,1326,0,1326,0,0,0.3048620236530874,1
773,773,GDA,1,2,3,5,179,734,734,0.220468300180763,0.700311071162425,0.5694448608946989,0.590653766791978,0.58465376679212,3,3,8.06,1,734,0,734,0,0,0.3148148148148142,3
775,775,DBA,1,2,3,5,198,799,799,,,,,,5,2,0.05,1,799,0,799,0,0,,2
778,778,DGA,1,2,3,5,537,778,778,0.168141822940728,0.66291981011877,0.548528242052537,0.7351617222887931,0.7301617222886841,3,1,0.0,1,778,0,778,0,0,0.2536382536382543,1
779,779,BPA,1,2,3,5,244,1168,1168,0.20948817284418605,0.640868423503592,0.55541930036978,0.89388884178234,0.8888888417822309,4,2,0.39,0,1168,0,1168,0,0,0.3268817204301093,2
783,783,GBA,1,2,3,5,172,1101,1101,0.24871814741319695,0.7863319891294159,0.622751976792275,0.7758913629545799,0.7788913629547359,2,2,7.04,1,1101,0,1101,0,0,0.3163017031630167,2
785,785,BCA,1,2,3,5,149,1176,1176,0.27358996215451603,0.837988835130618,0.677278647571321,0.7780235804731009,0.793023580473201,4,2,12.49,0,1176,0,1176,0,0,0.32648401826483925,2
790,790,DTA,1,2,3,5,224,814,814,0.21513363753085504,0.692645946716986,0.51632073007405,0.5882183418957441,0.5882183418957441,3,2,1.44,0,814,0,814,0,0,0.3105968331303298,2
804,804,BGA,1,2,3,5,161,941,941,,,,,,5,2,1.11,1,941,0,941,0,0,,2
806,806,GCA,1,2,3,5,244,983,983,0.3002636756752181,0.8404921741236641,0.71374152414601,0.7598956947401959,0.7588956947402191,2,1,0.0,0,983,0,983,0,0,0.357247437774524,1
812,812,DTA,1,2,3,5,216,879,879,0.196676314167124,0.5976352087951291,0.52700559321025,0.8242196607962281,0.822219660796048,2,3,1.44,0,879,0,879,0,0,0.3290909090909086,3
813,813,GTA,1,2,3,5,427,669,669,0.240140692988589,0.6660916054389351,0.555257439444202,0.6048706735427579,0.605870673542734,3,2,47.64,0,669,0,669,0,0,0.36052202283850016,2
819,819,BTA,1,2,3,5,249,983,983,,,,,,3,3,10150.0,0,983,0,983,0,0,,3
821,821,DPA,1,2,3,5,298,785,785,0.220905172864381,0.7194184506652829,0.606012586521001,0.830740315455833,0.834740315455739,5,2,3.51,0,785,0,785,0,0,0.3070607553366177,2
824,824,BDA,1,2,3,5,724,1004,1004,0.185011221239028,0.6406358705590219,0.5453688984284779,0.951384642882462,0.951384642882462,2,2,23.66,1,1004,0,1004,0,0,0.2887931034482761,2
830,830,GBA,1,2,3,5,482,849,849,0.208302270148696,0.754244821322729,0.5799788698257801,0.653527642843862,0.654527642843838,2,3,7.04,1,849,0,849,0,0,0.2761732851985561,3
831,831,GPA,1,2,3,5,588,1189,1189,0.250507305276863,0.7501604630845191,0.5758945115875711,0.8217813790447951,0.8247813790449521,3,1,7.98,0,1189,0,1189,0,0,0.3339382940108893,1
837,837,GTA,1,2,3,5,434,720,720,0.23409689146834695,0.76220172719789,0.6157524870375971,0.692758978472334,0.692758978472334,3,3,47.64,0,720,0,720,0,0,0.3071324599708871,3
839,839,GPA,1,2,3,5,273,915,915,0.23409689146834806,0.753326015673023,0.5857969606411729,0.6798101819958161,0.682810181995746,5,2,7.98,0,915,0,915,0,0,0.31075110456553845,2
844,844,GCA,1,2,3,5,204,1098,1098,0.216639471397071,0.749427453684606,0.60431010442341,0.83545837805125,0.8384583780511791,4,2,0.0,0,1098,0,1098,0,0,0.28907330567081546,2
845,845,DGA,1,2,3,5,243,1157,1157,0.297490565985452,0.8924716979563571,0.742171586221547,0.781448371159443,0.7964483711593159,5,2,0.0,1,1157,0,1157,0,0,0.3333333333333329,2
848,848,DCA,1,2,3,5,652,940,940,0.19615496893932,0.7096561933600891,0.575970959751762,0.852576912854393,0.843576912854378,2,2,0.19,0,940,0,940,0,0,0.2764084507042248,2
850,850,GPA,1,2,3,5,208,1037,1037,0.245562793699179,0.7727710773145591,0.578325436589495,1.18779350906045,1.1807935090603898,4,3,7.98,0,1037,0,1037,0,0,0.317769130998703,3
