,Unnamed: 0,CCV,bloque,OrdenPres,sujnum,TipoNumCCV,FFD,FPRT,TFT,transicion,dur_totCCV,dur_CCV_sin_inico,tiempo_onset_vocal_l,tiempo_onset_vocal_r,OrdenDeCCV,repeticion_ccv,Frecuencia,SegConsVoceada,RPD,RBRC,RBRT,SFD,RRT,NormTransition,TotalRepetition
4813,4813,DPA,1,2,16,5,211,1477,1477,,,,,,2,3,3.51,0,1477,0,1477,0,0,,6
4814,4814,GCA,1,2,16,5,284,1427,1427,,,,,,3,3,0.0,0,1427,0,1427,0,0,,6
4819,4819,BCA,1,2,16,5,312,1077,1077,,,,,,3,3,12.49,0,1077,0,1077,0,0,,6
4824,4824,GTA,2,1,17,5,317,615,1109,,,,,,3,1,47.64,0,615,0,615,0,494,,1
4825,4825,DPA,2,1,17,5,297,297,1179,,,,,,4,1,3.51,0,297,0,297,0,882,,1
4830,4830,BPA,2,1,17,5,499,499,499,,,,,,3,1,0.39,0,499,0,499,499,0,,1
4831,4831,DPA,2,1,17,5,224,396,396,,,,,,4,2,3.51,0,396,0,396,0,0,,2
4843,4843,GPA,2,1,17,5,228,394,394,,,,,,4,1,7.98,0,394,0,394,0,0,,1
4844,4844,GBA,2,1,17,5,235,235,235,,,,,,5,1,7.04,1,235,0,235,235,0,,1
4847,4847,DGA,2,1,17,5,514,655,655,,,,,,2,1,0.0,1,655,0,655,0,0,,1
4848,4848,BDA,2,1,17,5,262,262,262,,,,,,3,2,23.66,1,262,0,262,262,0,,2
4854,4854,DCA,2,1,17,5,341,341,341,,,,,,3,1,0.19,0,341,0,341,341,0,,1
4859,4859,BTA,2,1,17,5,466,466,466,,,,,,2,1,10150.0,0,466,0,466,466,0,,1
4860,4860,DBA,2,1,17,5,308,308,308,,,,,,3,1,0.05,1,308,0,308,308,0,,1
4865,4865,DBA,2,1,17,5,225,391,391,,,,,,3,2,0.05,1,391,0,391,0,0,,2
4866,4866,DTA,2,1,17,5,307,307,307,,,,,,4,1,1.44,0,307,0,307,307,0,,1
4870,4870,DCA,2,1,17,5,253,415,415,,,,,,3,2,0.19,0,415,0,415,0,0,,2
4871,4871,GCA,2,1,17,5,472,472,472,,,,,,4,1,0.0,0,472,0,472,472,0,,1
4872,4872,DPA,2,1,17,5,254,254,254,,,,,,5,3,3.51,0,254,0,254,254,0,,3
4881,4881,GCA,2,1,17,5,33,341,341,,,,,,2,2,0.0,0,341,0,341,0,0,,2
4888,4888,BTA,2,1,17,5,245,405,405,,,,,,3,2,10150.0,0,405,0,405,0,0,,2
4889,4889,GPA,2,1,17,5,137,204,204,,,,,,4,2,7.98,0,204,0,204,0,0,,2
4897,4897,BPA,2,1,17,5,419,419,419,,,,,,2,2,0.39,0,419,0,419,419,0,,2
4898,4898,BGA,2,1,17,5,156,354,354,,,,,,3,1,1.11,1,354,0,354,0,0,,1
4899,4899,DTA,2,1,17,5,227,343,343,,,,,,4,2,1.44,0,343,0,343,0,0,,2
4914,4914,GTA,2,1,17,5,289,289,289,,,,,,3,3,47.64,0,289,0,289,289,0,,3
4915,4915,GBA,2,1,17,5,102,441,441,,,,,,4,2,7.04,1,441,0,441,0,0,,2
4919,4919,GPA,2,1,17,5,243,243,243,,,,,,3,3,7.98,0,243,0,243,243,0,,3
4929,4929,GCA,2,1,17,5,435,626,858,,,,,,2,3,0.0,0,626,0,626,0,232,,3
4937,4937,DGA,2,1,17,5,170,170,170,,,,,,4,2,0.0,1,170,0,170,170,0,,2
4940,4940,BGA,2,1,17,5,158,329,329,,,,,,2,2,1.11,1,329,0,329,0,0,,2
4941,4941,GDA,2,1,17,5,427,427,427,,,,,,3,1,8.06,1,427,0,427,427,0,,1
4944,4944,GDA,2,1,17,5,350,350,350,,,,,,2,2,8.06,1,350,0,350,350,0,,2
4947,4947,BTA,2,1,17,5,179,444,444,,,,,,5,3,10150.0,0,444,0,444,0,0,,3
4956,4956,GDA,2,1,17,5,660,660,660,,,,,,2,3,8.06,1,660,0,660,660,0,,3
4963,4963,DCA,2,1,17,5,211,211,211,,,,,,4,3,0.19,0,211,0,211,211,0,,3
4964,4964,DBA,2,1,17,5,227,227,227,,,,,,5,3,0.05,1,227,0,227,227,0,,3
4969,4969,GBA,2,1,17,5,370,370,370,,,,,,4,3,7.04,1,370,0,370,370,0,,3
4970,4970,DGA,2,1,17,5,254,391,391,,,,,,5,3,0.0,1,391,0,391,0,0,,3
4975,4975,DTA,2,1,17,5,209,209,311,,,,,,4,3,1.44,0,209,0,209,0,102,,3
4980,4980,BCA,2,1,17,5,170,333,333,,,,,,3,3,12.49,0,333,0,333,0,0,,3
4981,4981,BPA,2,1,17,5,268,268,268,,,,,,4,3,0.39,0,268,0,268,268,0,,3
4991,4991,BTA,1,2,17,5,191,776,776,,,,,,3,1,10150.0,0,776,0,776,0,0,,4
4997,4997,GDA,1,2,17,5,163,1310,1310,0.109565915636825,0.272254699461202,0.258973982414314,1.32125618966219,1.3222561896624,3,1,8.06,1,1310,0,1310,0,0,0.4024390243902432,4
5014,5014,BCA,1,2,17,5,286,887,887,0.108047242209416,0.4202750143735071,0.313460250212107,0.8968471043397701,0.9038471043393772,2,1,12.49,0,887,0,887,0,0,0.2570869990224834,4
5017,5017,BGA,1,2,17,5,234,1384,1545,0.136703866237875,0.406073931778329,0.304555448833747,1.21309154460224,1.21409154460245,5,1,1.11,1,1384,0,1384,0,161,0.3366477272727273,4
5022,5022,BTA,1,2,17,5,481,686,686,0.130950237213479,0.43797545554508,0.330472389184015,0.6255761708724069,0.6255761708724069,4,2,10150.0,0,686,0,686,0,0,0.29898989898990025,5
5025,5025,DBA,1,2,17,5,471,471,471,0.153963965591809,0.555855199305723,0.405287497660792,0.6386298986142679,0.362629898614428,2,1,0.05,1,471,0,471,471,0,0.27698574338085497,4
5026,5026,DPA,1,2,17,5,619,854,854,0.15882758694910298,0.4495562166225229,0.364483946463053,0.770895755759638,0.774895755758634,3,1,3.51,0,854,0,854,0,0,0.3532986111111107,4
5033,5033,GDA,1,2,17,5,221,1207,1207,0.086308975220351,0.317951128069808,0.276745552803318,1.1914663717183702,1.19246637171857,4,2,8.06,1,1207,0,1207,0,0,0.2714535901926455,5
5043,5043,DTA,1,2,17,5,240,741,741,0.136268998323624,0.40370849503359496,0.331402495923101,0.6041965847258729,0.6071965847264841,2,1,1.44,0,741,0,741,0,0,0.33754305396096324,4
5044,5044,GTA,1,2,17,5,335,885,885,,,,,,3,1,47.64,0,885,0,885,0,0,,4
5045,5045,DCA,1,2,17,5,735,1129,1129,0.130801603526356,0.41456541282940096,0.332409033754995,1.07909945091155,1.08009945091175,4,1,0.19,0,1129,0,1129,0,0,0.31551499348109524,4
5046,5046,BPA,1,2,17,5,228,472,633,0.17356897559351905,0.432676728632647,0.352120792591636,0.770204767822078,0.7692047678218751,5,1,0.39,0,472,0,472,0,161,0.4011516314779279,4
5050,5050,GDA,1,2,17,5,508,914,914,0.0953880516070207,0.313417883851639,0.259818883424837,0.872621165460918,0.874621165459506,3,3,8.06,1,914,0,914,0,0,0.304347826086957,6
5052,5052,DBA,1,2,17,5,258,461,715,0.120670018942342,0.3732448516940711,0.274212215458632,0.7628099438106372,0.7658099438112479,5,2,0.05,1,461,0,461,0,254,0.32329988851728025,5
5056,5056,DGA,1,2,17,5,222,902,902,0.10191382441466902,0.37778400429575504,0.285827277668727,0.824601409339499,0.824601409339499,3,1,0.0,1,902,0,902,0,0,0.2697674418604657,4
5057,5057,BPA,1,2,17,5,301,752,752,0.17657813351981394,0.444644213029964,0.36979043903787,0.8521814823940369,0.851181482393833,4,2,0.39,0,752,0,752,0,0,0.3971223021582755,5
5061,5061,GBA,1,2,17,5,714,858,858,0.11312183643449003,0.4076979891801421,0.289408150065904,0.670795778301014,0.671795778301218,2,2,7.04,1,858,0,858,0,0,0.2774647887323941,5
5063,5063,BCA,1,2,17,5,536,922,922,0.13366508092637,0.38569622749235705,0.30678551706594603,0.78345129789912,0.78345129789912,4,2,12.49,0,922,0,922,0,0,0.3465553235908139,5
5068,5068,DTA,1,2,17,5,649,1035,1035,0.13507737267905698,0.427136556849991,0.342561084767158,0.656266001059135,0.6592660010597471,3,2,1.44,0,1035,0,1035,0,0,0.3162393162393162,5
5084,5084,GCA,1,2,17,5,236,236,236,0.161759967844648,0.439490706286916,0.38043547993093296,0.5862639168362729,0.0942639168360837,2,1,0.0,0,236,0,236,236,0,0.3680623174294044,4
5090,5090,DTA,1,2,17,5,144,144,144,0.163776244715669,0.456004446071077,0.37315293403844496,0.9188206699115932,0.9188206699115932,2,3,1.44,0,144,0,144,144,0,0.3591549295774659,6
5091,5091,GTA,1,2,17,5,331,843,843,0.104300982202821,0.3224304401750661,0.26376113768598003,1.28707228996878,1.28707228996878,3,2,47.64,0,843,0,843,0,0,0.3234836702954907,5
5096,5096,BTA,1,2,17,5,52,768,768,0.17959244561110396,0.492240608226057,0.37753740391239504,0.657809049091708,0.7038090490919849,3,3,10150.0,0,768,0,768,0,0,0.3648468708388801,6
5098,5098,DPA,1,2,17,5,570,829,829,0.150239190081871,0.432937784437108,0.339149414297242,0.76255199612624,0.767551996127259,5,2,3.51,0,829,0,829,0,0,0.34702258726899354,5
5101,5101,BDA,1,2,17,5,53,762,762,0.121754005434194,0.42514103536857895,0.336919280611343,1.23141692174707,1.20041692174803,2,2,23.66,1,762,0,762,0,0,0.2863849765258217,5
5104,5104,BGA,1,2,17,5,481,979,979,0.127709977461627,0.39783754077844297,0.289792773202542,1.02759013521322,1.02759013521322,5,3,1.11,1,979,0,979,0,0,0.32101037325873955,6
5107,5107,GBA,1,2,17,5,776,776,776,0.14062069711997194,0.389872548887127,0.3392224399718761,0.789160184170596,0.7921601841712071,2,3,7.04,1,776,0,776,776,0,0.3606837606837598,6
5108,5108,GPA,1,2,17,5,96,1058,1058,0.20824398733308,0.456663663540708,0.377651475420762,0.940559324167261,0.938559324166854,3,1,7.98,0,1058,0,1058,0,0,0.4560117302052798,4
5114,5114,GTA,1,2,17,5,133,332,332,0.109692863104054,0.327981660681123,0.289040694279183,1.2723630686341,1.26936306863531,3,3,47.64,0,332,0,332,0,0,0.3344481605351155,6
5116,5116,GPA,1,2,17,5,225,1158,1158,0.18398057564540304,0.374128097960486,0.35871073128629,1.21814325666955,1.21814325666955,5,2,7.98,0,1158,0,1158,0,0,0.4917582417582396,5
5120,5120,GCA,1,2,17,5,121,585,585,0.141465234681565,0.401991707601912,0.352702915427793,0.7491465197972679,0.747146519796861,4,2,0.0,0,585,0,585,0,0,0.35191082802547874,5
5121,5121,DGA,1,2,17,5,425,425,425,0.153833618066759,0.506835927074255,0.35656798889646096,0.762307014799622,0.38430701480083,5,2,0.0,1,425,0,425,425,0,0.3035175879396989,5
5124,5124,DCA,1,2,17,5,88,473,473,0.136208863471835,0.448581190367244,0.329928135965112,0.686890056143045,0.6848900561426379,2,2,0.19,0,473,0,473,0,0,0.3036437246963558,5
5126,5126,GPA,1,2,17,5,210,785,785,0.190753291353732,0.488328425865553,0.3731828027211189,0.738341986091711,0.752341986092744,4,3,7.98,0,785,0,785,0,0,0.3906250000000008,6
5130,5130,DCA,1,2,17,5,43,654,654,0.141250895284751,0.452002864911204,0.330631725259122,0.66093795925184,0.66093795925184,2,3,0.19,0,654,0,654,0,0,0.3124999999999994,6
5137,5137,BDA,1,2,17,5,144,144,144,0.0964296077895814,0.376075470379367,0.266496370618479,0.576956387578877,-0.0240436124198711,4,3,23.66,1,144,0,144,144,0,0.2564102564102567,6
5138,5138,DBA,1,2,17,5,519,771,771,0.13918594836276,0.4555176491872151,0.316331700824454,0.6503823702905129,0.653382370291125,5,3,0.05,1,771,0,771,0,0,0.3055555555555552,6
5152,5152,DPA,1,2,17,5,230,1009,1009,0.132189179563558,0.4333419721030921,0.31208573220268604,0.8565772449205351,0.86057724492135,2,3,3.51,0,1009,0,1009,0,0,0.30504587155963325,6
5153,5153,GCA,1,2,17,5,115,115,115,,,,,,3,3,0.0,0,115,0,115,115,0,,6
5159,5159,BCA,1,2,17,5,182,425,425,0.118767803445041,0.312914553349009,0.302618892369253,0.8737101316540969,0.464710131654446,3,3,12.49,0,425,0,425,0,0,0.3795534665099882,6
5164,5164,BTA,1,1,18,5,195,862,862,0.332589204976888,0.7024781338764189,0.531521065897644,0.630676008326591,0.854676008326751,3,1,10150.0,0,862,0,862,0,0,0.4734513274336274,1
5170,5170,GDA,1,1,18,5,127,1003,1003,,,,,,3,1,8.06,1,1003,0,1003,0,0,,1
5172,5172,GBA,1,1,18,5,407,837,837,0.263655994635831,0.5435203495976361,0.451672974417122,0.861847849593163,0.8788478495929879,5,1,7.04,1,837,0,837,0,0,0.4850894632206752,1
5187,5187,BCA,1,1,18,5,193,646,646,0.26438607969079,0.7125748106734658,0.5695165894709151,0.979543024732132,0.981543024732312,2,1,12.49,0,646,0,646,0,0,0.3710292249047009,1
5190,5190,BGA,1,1,18,5,148,1315,1315,0.145710007591046,0.638882340976126,0.427166945331016,1.15894516448446,1.16994516448443,5,1,1.11,1,1315,0,1315,0,0,0.2280701754385961,1
5195,5195,BTA,1,1,18,5,200,721,721,0.31327896544836603,0.702688088091712,0.539648282417509,0.7117739641525629,0.712773964152539,4,2,10150.0,0,721,0,721,0,0,0.4458293384467877,2
5199,5199,DBA,1,1,18,5,222,890,890,0.270616491445186,0.720885947799359,0.569659084932932,0.780546154670137,0.7925461546700809,2,1,0.05,1,890,0,890,0,0,0.37539432176656257,1
5200,5200,DPA,1,1,18,5,412,972,972,0.329303641949742,0.6717531378695331,0.540294598169037,0.8859664428227579,0.8939664428227959,3,1,3.51,0,972,0,972,0,0,0.4902152641878673,1
5207,5207,GDA,1,1,18,5,421,1017,1017,0.25918717098161603,0.6605770330693629,0.547795588398984,1.1881598658319898,1.1911598658321498,4,2,8.06,1,1017,0,1017,0,0,0.392364793213149,2
5217,5217,DTA,1,1,18,5,74,881,881,0.319945959952466,0.637197638136911,0.570514164378397,0.923026409466215,0.656026409466163,2,1,1.44,0,881,0,881,0,0,0.5021141649048627,1
5218,5218,GTA,1,1,18,5,370,958,958,,,,,,3,1,47.64,0,958,0,958,0,0,,1
5219,5219,DCA,1,1,18,5,129,856,856,0.3826106943384621,0.836347735701382,0.6793792457163721,0.6452033984348701,0.901203398434728,4,1,0.19,0,856,0,856,0,0,0.4574780058651026,1
5220,5220,BPA,1,1,18,5,39,925,925,0.245205369572707,0.7102119488074341,0.53569641550794,1.0008790820616802,1.0098790820617,5,1,0.39,0,925,0,925,0,0,0.3452566096423022,1
5224,5224,GDA,1,1,18,5,316,804,804,0.326095084857522,0.6890218459661689,0.602781823524511,0.933656622980902,0.938656622980783,3,3,8.06,1,804,0,804,0,0,0.4732724902216429,3
5226,5226,DBA,1,1,18,5,174,890,890,0.293686017163661,0.7953996298182479,0.629730594495157,0.9744808062845408,0.968480806284456,5,2,0.05,1,890,0,890,0,0,0.3692307692307695,2
5230,5230,DGA,1,1,18,5,109,1090,1090,,,,,,3,1,0.0,1,1090,0,1090,0,0,,1
5231,5231,BPA,1,1,18,5,97,1023,1023,,,,,,4,2,0.39,0,1023,0,1023,0,0,,2
5235,5235,GBA,1,1,18,5,339,985,985,0.36792092270843296,0.842250347572736,0.6889499631108891,0.8795612533443881,0.881561253344568,2,2,7.04,1,985,0,985,0,0,0.4368308351177732,2
5237,5237,BCA,1,1,18,5,221,830,830,0.317421972532766,0.7592877865698541,0.615005071782234,0.98997443118532,0.988974431185344,4,2,12.49,0,830,0,830,0,0,0.418052256532067,2
5242,5242,DTA,1,1,18,5,184,736,736,0.340269022326485,0.819471417090774,0.6746510373462828,0.7590569397647808,0.7270569397648549,3,2,1.44,0,736,0,736,0,0,0.4152298850574711,2
5256,5256,BGA,1,1,18,5,340,1123,1123,0.333335134619934,0.800970511883841,0.629955094991875,0.963186485004052,0.966186485003981,5,2,1.11,1,1123,0,1123,0,0,0.4161640530759953,2
5259,5259,GCA,1,1,18,5,43,590,590,0.316298388476709,0.6492440605574561,0.50417487486513,0.7596592223879901,0.44365922238795896,2,1,0.0,0,590,0,590,0,0,0.4871794871794866,1
5265,5265,DTA,1,1,18,5,159,1030,1030,0.34250341254105,0.686183812754063,0.601440700372772,1.27188009822545,0.972880098225471,2,3,1.44,0,1030,0,1030,0,0,0.4991423670668949,3
5266,5266,GTA,1,1,18,5,298,991,991,0.36957412899618497,0.6779448990503271,0.5743699839176379,0.7889972001924251,0.813997200192516,3,2,47.64,0,991,0,991,0,0,0.5451388888888885,2
5271,5271,BDA,1,1,18,5,283,925,925,,,,0.7817170958129829,0.7817170958129829,2,1,23.66,1,925,0,925,0,0,,1
5272,5272,BTA,1,1,18,5,461,755,755,0.315928285703846,0.791354346714489,0.607318452129724,0.760531437827216,0.7985314378272271,3,3,10150.0,0,755,0,755,0,0,0.3992248062015499,3
5274,5274,DPA,1,1,18,5,249,576,576,0.36500452425978297,0.7352809290546,0.57885041865755,0.705769683190502,0.6917696831906059,5,2,3.51,0,576,0,576,0,0,0.4964150569348967,2
5276,5276,BDA,1,1,18,5,214,774,774,,,,,,2,2,23.66,1,774,0,774,0,0,,2
5279,5279,BGA,1,1,18,5,464,1395,1395,0.309605533619868,0.673847337878536,0.533754336240587,1.38725843592825,1.39925843592819,5,3,1.11,1,1395,0,1395,0,0,0.4594594594594596,3
5282,5282,GBA,1,1,18,5,329,745,745,,,,,,2,3,7.04,1,745,0,745,0,0,,3
5283,5283,GPA,1,1,18,5,245,776,776,,,,,,3,1,7.98,0,776,0,776,0,0,,1
5289,5289,GTA,1,1,18,5,378,1139,1139,0.3995865985933,0.8297928599140542,0.7318099391861959,1.09985024990452,1.09985024990452,3,3,47.64,0,1139,0,1139,0,0,0.481549815498156,3
5291,5291,GPA,1,1,18,5,310,1324,1324,,,,,,5,2,7.98,0,1324,0,1324,0,0,,2
5296,5296,GCA,1,1,18,5,273,776,776,0.367453569278918,0.887741808965883,0.7045569912427639,0.27686551761063105,0.7308655176105819,4,2,0.0,0,776,0,776,0,0,0.4139194139194132,2
5297,5297,DGA,1,1,18,5,205,1111,1111,0.27206739200297503,0.708892726573488,0.5701491959902979,0.826699955823707,1.18969995582376,5,2,0.0,1,1111,0,1111,0,0,0.38379204892966395,2
5300,5300,DCA,1,1,18,5,375,858,858,0.265041844233673,0.7215027981916659,0.577202238553333,0.853232597977382,0.8562325979775379,2,2,0.19,0,858,0,858,0,0,0.36734693877551,2
5302,5302,GPA,1,1,18,5,117,972,972,0.3752337842622671,0.854547012334505,0.7139484654333149,0.655599907086565,0.8485999070865479,4,3,7.98,0,972,0,972,0,0,0.4391025641025646,3
5306,5306,DCA,1,1,18,5,67,290,290,0.328384572565128,0.6273928894375279,0.571787834019152,1.16983656599659,0.821836565996636,2,3,0.19,0,290,0,290,0,0,0.523411371237459,3
5308,5308,DGA,1,1,18,5,127,881,881,0.32443744281852505,0.6442400650253571,0.543818951772004,0.6994928418078549,0.857492841807984,4,3,0.0,1,881,0,881,0,0,0.5035971223021579,3
5314,5314,BDA,1,1,18,5,24,397,397,0.24550894835767295,0.646076179888612,0.5082465948457079,0.5825538054990129,0.590553805499051,4,3,23.66,1,397,0,397,0,0,0.3800000000000007,3
5315,5315,DBA,1,1,18,5,93,1261,1261,0.27458237645266,0.656844116220089,0.515784150277741,1.57285896792498,1.57185896792501,5,3,0.05,1,1261,0,1261,0,0,0.4180327868852456,3
5327,5327,BPA,1,1,18,5,44,772,772,0.338193974116965,0.7566107048849291,0.603243670110958,1.1069151556114598,1.10991515561162,5,3,0.39,0,772,0,772,0,0,0.4469854469854481,3
5330,5330,DPA,1,1,18,5,33,751,751,0.401029041197061,0.7677993200808051,0.6327794921400861,0.805757791329279,0.785757791329297,2,3,3.51,0,751,0,751,0,0,0.5223097112860894,3
5331,5331,GCA,1,1,18,5,146,1203,1203,,,,,,3,3,0.0,0,1203,0,1203,0,0,,3
5337,5337,BCA,1,1,18,5,432,666,666,0.24995221075956,0.651220782292845,0.5481014845803811,0.915290028022908,0.924290028022922,3,3,12.49,0,666,0,666,0,0,0.3838209982788294,3
5342,5342,BDA,2,3,18,5,52,483,483,,,,,,2,1,23.66,1,483,0,483,0,0,,4
5343,5343,GTA,2,3,18,5,417,851,851,,,,,,3,1,47.64,0,851,0,851,0,0,,4
5344,5344,DPA,2,3,18,5,235,380,380,,,,,,4,1,3.51,0,380,0,380,0,0,,4
5349,5349,BPA,2,3,18,5,280,417,417,,,,,,3,1,0.39,0,417,0,417,0,0,,4
5350,5350,DPA,2,3,18,5,319,608,608,,,,,,4,2,3.51,0,608,0,608,0,0,,5
5360,5360,GPA,2,3,18,5,234,319,319,,,,,,4,1,7.98,0,319,0,319,0,0,,4
5361,5361,GBA,2,3,18,5,194,194,351,,,,,,5,1,7.04,1,194,0,194,0,157,,4
5368,5368,DCA,2,3,18,5,175,372,372,,,,,,3,1,0.19,0,372,0,372,0,0,,4
5373,5373,BTA,2,3,18,5,139,415,415,,,,,,2,1,10150.0,0,415,0,415,0,0,,4
5374,5374,DBA,2,3,18,5,120,283,283,,,,,,3,1,0.05,1,283,0,283,0,0,,4
5380,5380,DBA,2,3,18,5,180,461,461,,,,,,3,2,0.05,1,461,0,461,0,0,,5
5381,5381,DTA,2,3,18,5,186,501,501,,,,,,4,1,1.44,0,501,0,501,0,0,,4
5382,5382,BDA,2,3,18,5,25,671,671,,,,,,5,3,23.66,1,671,0,671,0,0,,6
5386,5386,DCA,2,3,18,5,147,396,396,,,,,,3,2,0.19,0,396,0,396,0,0,,5
5387,5387,GCA,2,3,18,5,165,514,514,,,,,,4,1,0.0,0,514,0,514,0,0,,4
5388,5388,DPA,2,3,18,5,168,310,310,,,,,,5,3,3.51,0,310,0,310,0,0,,6
5396,5396,GCA,2,3,18,5,149,207,207,,,,,,2,2,0.0,0,207,0,207,0,0,,5
5403,5403,BTA,2,3,18,5,211,211,211,,,,,,3,2,10150.0,0,211,0,211,211,0,,5
5404,5404,GPA,2,3,18,5,199,463,463,,,,,,4,2,7.98,0,463,0,463,0,0,,5
5410,5410,BPA,2,3,18,5,115,115,115,,,,,,2,2,0.39,0,115,0,115,115,0,,5
5411,5411,BGA,2,3,18,5,74,74,74,,,,,,3,1,1.11,1,74,0,74,74,0,,4
5412,5412,DTA,2,3,18,5,178,278,278,,,,,,4,2,1.44,0,278,0,278,0,0,,5
5418,5418,GTA,2,3,18,5,312,312,312,,,,,,3,3,47.64,0,312,0,312,312,0,,6
5422,5422,GPA,2,3,18,5,311,400,400,,,,,,3,3,7.98,0,400,0,400,0,0,,6
5424,5424,BCA,2,3,18,5,229,553,553,,,,,,5,1,12.49,0,553,0,553,0,0,,4
5430,5430,GCA,2,3,18,5,97,97,97,,,,,,2,3,0.0,0,97,0,97,97,0,,6
5435,5435,DGA,2,3,18,5,158,158,158,,,,,,4,2,0.0,1,158,0,158,158,0,,5
5438,5438,BCA,2,3,18,5,55,55,55,,,,,,4,2,12.49,0,55,0,55,55,0,,5
5441,5441,BTA,2,3,18,5,239,374,374,,,,,,5,3,10150.0,0,374,0,374,0,0,,6
5448,5448,GDA,2,3,18,5,37,37,37,,,,,,2,3,8.06,1,37,0,37,37,0,,6
5450,5450,BGA,2,3,18,5,308,632,632,,,,,,4,3,1.11,1,632,0,632,0,0,,6
5454,5454,DBA,2,3,18,5,152,318,318,,,,,,5,3,0.05,1,318,0,318,0,0,,6
5456,5456,GBA,2,3,18,5,128,128,128,,,,,,4,3,7.04,1,128,0,128,128,0,,6
5460,5460,DTA,2,3,18,5,447,603,603,,,,,,4,3,1.44,0,603,0,603,0,0,,6
5467,5467,BDA,2,1,19,5,163,602,602,,,,,,2,1,23.66,1,602,0,602,0,0,,1
5468,5468,GTA,2,1,19,5,536,1075,1075,,,,,,3,1,47.64,0,1075,0,1075,0,0,,1
5469,5469,DPA,2,1,19,5,159,667,667,,,,,,4,1,3.51,0,667,0,667,0,0,,1
5474,5474,BPA,2,1,19,5,454,921,921,,,,,,3,1,0.39,0,921,0,921,0,0,,1
5475,5475,DPA,2,1,19,5,443,704,704,,,,,,4,2,3.51,0,704,0,704,0,0,,2
5487,5487,GPA,2,1,19,5,226,1046,1046,,,,,,4,1,7.98,0,1046,0,1046,0,0,,1
5488,5488,GBA,2,1,19,5,330,633,633,,,,,,5,1,7.04,1,633,0,633,0,0,,1
5491,5491,DGA,2,1,19,5,215,759,928,,,,,,2,1,0.0,1,759,0,759,0,169,,1
5492,5492,BDA,2,1,19,5,534,534,1213,,,,,,3,2,23.66,1,1382,1,1213,0,679,,2
5498,5498,DCA,2,1,19,5,280,1082,1082,,,,,,3,1,0.19,0,1082,0,1082,0,0,,1
5503,5503,BTA,2,1,19,5,258,678,678,,,,,,2,1,10150.0,0,678,0,678,0,0,,1
5504,5504,DBA,2,1,19,5,225,1067,1067,,,,,,3,1,0.05,1,1067,0,1067,0,0,,1
5510,5510,DBA,2,1,19,5,189,809,809,,,,,,3,2,0.05,1,809,0,809,0,0,,2
5511,5511,DTA,2,1,19,5,432,699,699,,,,,,4,1,1.44,0,699,0,699,0,0,,1
5512,5512,BDA,2,1,19,5,359,641,641,,,,,,5,3,23.66,1,641,0,641,0,0,,3
5516,5516,DCA,2,1,19,5,619,934,934,,,,,,3,2,0.19,0,934,0,934,0,0,,2
5517,5517,GCA,2,1,19,5,442,975,975,,,,,,4,1,0.0,0,975,0,975,0,0,,1
5518,5518,DPA,2,1,19,5,471,714,714,,,,,,5,3,3.51,0,714,0,714,0,0,,3
5527,5527,GCA,2,1,19,5,161,1220,1220,,,,,,2,2,0.0,0,1220,0,1220,0,0,,2
5534,5534,BTA,2,1,19,5,524,728,728,,,,,,3,2,10150.0,0,728,0,728,0,0,,2
5535,5535,GPA,2,1,19,5,139,982,982,,,,,,4,2,7.98,0,982,0,982,0,0,,2
5545,5545,BPA,2,1,19,5,184,784,784,,,,,,2,2,0.39,0,784,0,784,0,0,,2
5546,5546,BGA,2,1,19,5,624,1288,1288,,,,,,3,1,1.11,1,1288,0,1288,0,0,,1
5547,5547,DTA,2,1,19,5,374,616,616,,,,,,4,2,1.44,0,616,0,616,0,0,,2
5548,5548,GTA,2,1,19,5,415,959,959,,,,,,5,2,47.64,0,959,0,959,0,0,,2
5564,5564,GTA,2,1,19,5,344,582,582,,,,,,3,3,47.64,0,582,0,582,0,0,,3
5565,5565,GBA,2,1,19,5,437,540,540,,,,,,4,2,7.04,1,540,0,540,0,0,,2
5570,5570,GPA,2,1,19,5,260,922,922,,,,,,3,3,7.98,0,922,0,922,0,0,,3
5572,5572,BCA,2,1,19,5,340,1157,1157,,,,,,5,1,12.49,0,1157,0,1157,0,0,,1
5581,5581,GCA,2,1,19,5,285,1002,1002,,,,,,2,3,0.0,0,1002,0,1002,0,0,,3
5589,5589,DGA,2,1,19,5,219,996,996,,,,,,4,2,0.0,1,996,0,996,0,0,,2
5593,5593,BGA,2,1,19,5,319,1258,1258,,,,,,2,2,1.11,1,1258,0,1258,0,0,,2
5595,5595,BCA,2,1,19,5,282,1086,1086,,,,,,4,2,12.49,0,1086,0,1086,0,0,,2
5599,5599,GDA,2,1,19,5,296,678,678,,,,,,2,2,8.06,1,678,0,678,0,0,,2
5602,5602,BTA,2,1,19,5,392,729,729,,,,,,5,3,10150.0,0,729,0,729,0,0,,3
5611,5611,GDA,2,1,19,5,308,716,716,,,,,,2,3,8.06,1,716,0,716,0,0,,3
5613,5613,BGA,2,1,19,5,677,1480,1480,,,,,,4,3,1.11,1,1480,0,1480,0,0,,3
5619,5619,DCA,2,1,19,5,186,855,855,,,,,,4,3,0.19,0,855,0,855,0,0,,3
5620,5620,DBA,2,1,19,5,476,743,743,,,,,,5,3,0.05,1,743,0,743,0,0,,3
