,,,Unnamed: 0,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,OrdenPres,OrdenPres,sujnum,sujnum,FFD,FFD,SFD,SFD,FPRT,FPRT,TFT,TFT,RRT,RRT,transicion,transicion,dur_totCCV,dur_totCCV,dur_CCV_sin_inico,dur_CCV_sin_inico,tiempo_onset_vocal_l,tiempo_onset_vocal_l,tiempo_onset_vocal_r,tiempo_onset_vocal_r,OrdenDeCCV,OrdenDeCCV,repeticion_ccv,repeticion_ccv,Frecuencia,Frecuencia,SegConsVoceada,SegConsVoceada,NormTransition,NormTransition,block,CCV,type
,,,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,,,
CCV,bloque,TipoNumCCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDA,1,6,4852.388888888889,442.5350264637437,8167.388888888889,713.2354931541794,1.6666666666666667,0.07968190728895956,15.805555555555555,1.3206656837839448,314.97222222222223,34.21293002840809,36.416666666666664,20.843154827775066,887.7222222222222,56.33362371172148,894.8611111111111,58.09897347367581,7.138888888888889,7.138888888888888,0.17559199873884282,0.01375760963417849,0.413707154009448,0.01820768401877799,0.37955441549878854,0.017463259227009816,1.0316455952203931,0.05904001079837282,0.8937225182975261,0.05422691368366874,2.2222222222222223,0.2074451968597402,1.5,0.08451542547285167,0.0,0.0,1,0.0,0.41743329603233603,0.018613078649507196,1,CDA,6
CDA,2,6,4743.291666666667,414.61525140864046,7979.541666666667,670.2220740240961,2.4166666666666665,0.13259993332119316,15.1875,1.2440126999021075,387.7708333333333,25.60343089098568,89.25,26.378829425203307,720.3125,54.7937554377632,761.0625,54.129829860420635,40.75,21.619277826950313,,,,,,,,,,,4.166666666666667,0.2406649574603852,1.5,0.07293249574894728,0.0,0.0,1,0.0,,,2,CDA,6
CFA,1,3,4924.95,481.96522636293673,8187.45,776.753759244202,1.675,0.07499999999999998,15.7,1.4332140677870016,337.925,28.06353568701581,26.775,18.782782879336803,985.5,46.837745024438995,995.125,47.62304155068701,9.625,6.754266220655445,0.08995724038461769,0.010606776328395915,0.47554852087137583,0.026474075259672714,0.4440333019213337,0.02492472672412166,0.9470790864932684,0.05816079156596828,0.8889738233350125,0.06321704895760853,2.5,0.10741723110591492,1.525,0.08761439408728482,0.0,0.0,0,0.0,0.1808005269743846,0.014824403405961006,1,CFA,3
CFA,2,3,5015.022222222222,452.12925376488147,8375.022222222222,726.2661764667865,2.466666666666667,0.13333333333333333,15.822222222222223,1.3402430387500877,330.35555555555555,23.75291913066337,173.11111111111111,33.021040464464164,585.3777777777777,45.33518589005394,613.0222222222222,49.742970559565364,27.644444444444446,17.54843673591179,,,,,,,,,,,2.5555555555555554,0.23040490392586357,1.488888888888889,0.0753592220347252,0.0,0.0,0,0.0,,,2,CFA,3
CGA,1,6,4960.634146341464,418.104989959923,8275.268292682927,673.7457642967361,1.6585365853658536,0.07497768853141168,15.829268292682928,1.2395428145304759,333.1951219512195,32.83642421919105,36.073170731707314,23.047284117125187,1098.2682926829268,60.925794773384695,1133.9024390243903,56.808061572345316,35.63414634146341,33.016288590847076,0.1967996021683991,0.02465795490746482,0.4345298003213816,0.04598788009811381,0.39238052516499017,0.04493690243085253,1.00445805996426,0.0767144315068656,0.9081009171071385,0.11972475374399319,4.609756097560975,0.2002378122124272,1.4146341463414633,0.07789619230571371,0.0,0.0,1,0.0,0.4479615963832447,0.0157971896468651,1,CGA,6
CGA,2,6,4664.139534883721,442.01020916612595,7858.093023255814,712.8872958486854,2.488372093023256,0.13465057943362715,14.930232558139535,1.3200034182466938,321.09302325581393,26.883918751451574,98.37209302325581,25.464195941034195,709.9767441860465,61.41592032620738,713.1627906976744,61.03670564073298,3.186046511627907,3.186046511627907,,,,,,,,,,,2.441860465116279,0.21898367274148117,1.441860465116279,0.07662832288817806,0.0,0.0,1,0.0,,,2,CGA,6
CJA,1,3,4877.5,457.26983237118776,8196.25,733.1853586653855,1.75,0.07777137710478191,15.78125,1.3528154445511509,314.1875,28.25047949564522,33.46875,20.956559542368172,1030.1875,63.660902911251625,1054.65625,64.40945459699108,24.46875,16.62446848380277,0.08659009357880552,0.013890059919638986,0.48479880387895186,0.03263609271509624,0.4446918220742471,0.03006702875440115,0.8857322862117293,0.08441660544304538,0.9236072862119412,0.08855312143444959,5.0,0.23331413131434564,1.53125,0.08962708359030336,0.8900000000000003,0.0,0,0.0,0.17200212661703967,0.019693864498163877,1,CJA,3
CJA,2,3,5129.06,420.2366169341326,8538.26,676.4569062160184,2.36,0.13327890045360685,16.1,1.255924734518558,274.6,19.354607108555076,105.18,23.212851648012855,551.78,51.70641052902356,560.56,51.025453112207856,8.78,6.806916650416273,,,,,,,,,,,2.1,0.19639610121239312,1.5,0.07142857142857142,0.8900000000000005,0.0,0,0.0,,,2,CJA,3
CPA,1,6,4681.8,376.9280448844424,7914.6,604.2790286695343,1.66,0.06767268161329722,15.36,1.114930216540525,313.18,22.711350933497762,27.02,13.731818851834298,874.8,46.91492082395927,882.2,45.30956559815905,7.4,5.847099403000726,0.19428126666069861,0.007495304679929036,0.4172936429522886,0.01846876653511227,0.3938830690239818,0.017458936384308812,0.929855330303637,0.04303556912999348,0.8984624731616216,0.040457149640051336,2.92,0.23705678300218902,2.08,0.11006491591004698,0.42999999999999977,0.0,0,0.0,0.4715820173810119,0.009886758827316813,1,CPA,6
CPA,2,6,4920.69696969697,356.57954383481365,8247.969696969696,573.3182207729446,2.4545454545454546,0.11048065822730911,15.606060606060606,1.0564219833648376,363.5,19.487037709581173,116.04545454545455,23.88123715445087,688.7878787878788,41.90374982609415,722.3636363636364,43.84320248224496,33.57575757575758,14.743621916914876,,,,,,,,,,,4.515151515151516,0.16618918677418207,2.0,0.0989454889836307,0.42999999999999977,0.0,0,0.0,,,2,CPA,6
CSA,1,3,5283.395348837209,465.9717517894285,8766.186046511628,752.694076219759,1.6511627906976745,0.07354134093414835,16.837209302325583,1.390097167727242,321.5348837209302,33.37413917890137,17.162790697674417,12.026729654031506,920.7441860465116,57.47760017276677,959.3953488372093,54.03897264261206,38.651162790697676,22.75639892048548,0.06477685246920147,0.009594774839449878,0.46697099555159644,0.023420258383873054,0.44501355581718566,0.022711041541108708,0.9872151266746597,0.06632493576308728,0.8635751266749493,0.07284324871109285,2.7209302325581395,0.2519592801290175,1.4883720930232558,0.07713080907803256,12.64999999999999,0.0,0,0.0,0.1296493895627205,0.01378475941750284,1,CSA,3
CSA,2,3,5062.931818181818,422.1956055959011,8532.022727272728,674.8253438502256,2.409090909090909,0.13915397428907983,16.25,1.2483075222837823,348.72727272727275,23.539637832780727,132.47727272727272,30.898413114906273,647.2954545454545,49.60023677253568,656.5,49.43857636482843,9.204545454545455,9.204545454545455,,,,,,,,,,,1.7045454545454546,0.12414419706302977,1.5454545454545454,0.07593355178041426,12.64999999999999,0.0,0,0.0,,,2,CSA,3
CTA,1,6,4747.214285714285,441.87125259993167,7978.642857142857,714.2683689821973,1.6428571428571428,0.07483181740388338,15.428571428571429,1.3173297072704342,332.4761904761905,29.54868103034823,76.9047619047619,30.625208231747163,904.047619047619,51.26614022927876,904.047619047619,51.26614022927876,0.0,0.0,0.187974368567971,0.009981893972212313,0.4308435194205387,0.01953621812959721,0.4046207198022817,0.018847224942996274,1.009027572418507,0.05424975769411449,0.8946347152754149,0.04721485503262807,3.2142857142857144,0.3151898093135921,1.5,0.07808688094430304,39567.0,0.0,0,0.0,0.44017438329921554,0.014107828767827053,1,CTA,6
CTA,2,6,5158.313725490196,417.5050597229589,8620.666666666666,668.4407121210638,2.411764705882353,0.1288758958835685,16.313725490196077,1.239383210319673,386.45098039215685,25.492441228424912,180.07843137254903,35.97546923633266,584.5882352941177,33.74610131696073,606.3333333333334,34.10093054525474,21.745098039215687,13.599735958718702,,,,,,,,,,,3.3137254901960786,0.18468881316575084,1.5490196078431373,0.07573807025814888,39567.0,0.0,0,0.0,,,2,CTA,6
DBA,1,5,4921.533333333334,335.1609027776818,8221.533333333333,541.6418567845556,1.64,0.05579886659703325,15.866666666666667,1.000780476209224,340.05333333333334,18.940836224329612,15.88,9.17232343068631,894.0266666666666,33.090217782796664,905.6266666666667,32.87357586862723,11.6,5.913459986252466,0.1862779890998804,0.010317500562295474,0.47975067248657755,0.017808018134814828,0.38719223089272253,0.014364218173826427,0.7671232063222341,0.032304014335017464,0.7595194327377013,0.0325137498611654,3.8933333333333335,0.15833973434192528,1.9466666666666668,0.09471309608797811,0.049999999999999926,0.0,1,0.0,0.3865807220214853,0.013527723804331608,1,DBA,5
DBA,2,5,4981.289473684211,331.9408845149355,8363.394736842105,533.2918048784433,2.4473684210526314,0.10327061510709779,15.881578947368421,0.9872817734022723,340.7894736842105,18.59789948325587,145.5921052631579,24.08207586808794,620.0526315789474,33.50336403500475,620.0526315789474,33.50336403500475,0.0,0.0,,,,,,,,,,,3.5526315789473686,0.1114414909695245,1.9736842105263157,0.09360927418915155,0.049999999999999926,0.0,1,0.0,,,2,DBA,5
DCA,1,5,5105.236111111111,337.48378242671004,8522.736111111111,542.7014647923268,1.625,0.05745481997211523,16.375,1.0030153091977876,342.47222222222223,26.12504518661038,51.041666666666664,17.8635656764718,828.0555555555555,38.35032226559709,830.0,38.25234351039893,1.9444444444444444,1.9444444444444446,0.20692729393322423,0.010043098566881103,0.519733636611984,0.018807277125152982,0.4319535585442105,0.015220943080185628,0.8336341124879654,0.03532301458548786,0.7542756219219209,0.03762533028804399,2.9027777777777777,0.1284305805287585,2.0694444444444446,0.09553078162675861,0.1899999999999999,0.0,0,0.0,0.39769349515967306,0.012202562198450095,1,DCA,5
DCA,2,5,4911.27027027027,336.0190396403908,8255.864864864865,539.7720604131321,2.4054054054054053,0.10699164333441345,15.68918918918919,1.0016509281613974,343.4189189189189,17.09096475269878,133.82432432432432,21.331973090594335,623.4324324324324,39.49376098840063,635.5945945945946,38.97595552155913,12.162162162162161,7.241638491160899,,,,,,,,,,,3.2972972972972974,0.07129658068605421,1.945945945945946,0.09405090489095683,0.1899999999999999,0.0,0,0.0,,,2,DCA,5
DFA,1,2,5073.914893617021,431.5746439412888,8440.297872340425,697.9845651626309,1.6595744680851063,0.06986570800554749,16.19148936170213,1.2891916369037866,322.25531914893617,25.834481115551977,77.7872340425532,26.411739046386284,801.8936170212766,52.87162847096399,822.4255319148937,51.96895416250498,20.53191489361702,14.1977526548245,0.10188844046779552,0.009958745040252967,0.5327684278567952,0.02245567429130464,0.43420932463731704,0.01916707006169099,0.9051394077842637,0.048958223471609025,0.740845290136937,0.045211979411388485,2.106382978723404,0.21341252360064147,1.4893617021276595,0.07370428968378201,0.0,0.0,0,0.0,0.18529806706606725,0.011742070940202796,1,DFA,2
DFA,2,2,4897.31914893617,424.82706511126156,8217.744680851063,683.4494226286796,2.3617021276595747,0.13745920903612735,15.617021276595745,1.2692744114030339,338.36170212765956,22.903619513103852,118.65957446808511,31.036224792889495,622.5744680851063,45.410948574089126,634.8723404255319,45.025911103441125,12.297872340425531,6.675296865736699,,,,,,,,,,,2.9574468085106385,0.24513291304668114,1.4680851063829787,0.07960973163348811,0.0,0.0,0,0.0,,,2,DFA,2
DGA,1,5,4853.513888888889,344.7916666981863,8096.013888888889,558.4234979026247,1.6527777777777777,0.056501146768529666,15.583333333333334,1.0296371118795327,345.7083333333333,22.545428296000022,18.305555555555557,11.582385695841491,915.5277777777778,34.0698902643104,935.5,32.332915877465815,19.97222222222222,14.799137301737352,0.17647183371907882,0.009420683931783549,0.4985411513263175,0.019133072582794477,0.40921445564512554,0.016788716207623497,0.7675018868142418,0.0258494949814244,0.7745685534807893,0.032688131406998416,3.8472222222222223,0.11644802151382579,2.0277777777777777,0.09684422381492576,0.0,0.0,1,0.0,0.3543117497802929,0.012611353659299275,1,DGA,5
DGA,2,5,5256.621621621622,341.7006429574291,8776.351351351352,547.6368938498653,2.3513513513513513,0.10957903433505176,16.635135135135137,1.0133456605420859,299.7432432432432,14.70970560638746,116.70270270270271,20.794072662142533,555.5540540540541,31.79824717605966,576.8378378378378,33.90115664259369,21.283783783783782,10.198465962390186,,,,,,,,,,,3.6486486486486487,0.1432582613518351,2.0,0.0962072303605056,0.0,0.0,1,0.0,,,2,DGA,5
DJA,1,2,5093.924242424242,341.2127406919896,8538.469696969696,549.3819537487137,1.6515151515151516,0.05910136779119292,16.484848484848484,1.0121044622652648,328.24242424242425,22.6126917413291,74.92424242424242,24.026532639538647,822.7272727272727,35.104429922901595,822.7272727272727,35.104429922901595,0.0,0.0,0.09916787851394072,0.005386705777489453,0.5184313344716251,0.017867858619428648,0.4300998090934383,0.013977684613237645,0.8592828409966582,0.039306468189553405,0.7457114124248856,0.03472699017616717,2.8333333333333335,0.16384558842207758,2.0,0.10127393670836665,16.16999999999999,0.0,0,0.0,0.19266991527524774,0.00907128999856486,1,DJA,2
DJA,2,2,4868.541666666667,426.71782677369566,8179.791666666667,685.0921994677593,2.4166666666666665,0.1325999333211932,15.5625,1.2722858226589686,338.25,19.917927791759123,67.77083333333333,24.074486207506848,711.6458333333334,48.48400783338834,738.6666666666666,49.976123140563395,27.020833333333332,17.336431364830947,,,,,,,,,,,5.166666666666667,0.16125981561563224,1.5625,0.0782468022141326,16.169999999999995,0.0,0,0.0,,,2,DJA,2
DOS,1,7,4984.487804878048,436.07328501619827,8334.243902439024,697.9537686315164,1.6829268292682926,0.07357611282438223,16.0,1.290679533632026,341.9512195121951,30.470196378442793,109.14634146341463,28.03070096004948,584.8048780487804,43.26628016602671,634.5853658536586,44.33891061636544,49.78048780487805,24.8439400324408,,,0.4680919257614199,0.01835758418281937,0.4680919257614199,0.01835758418281937,0.759122549736439,0.04699048862504322,0.6907296925939281,0.04001246157405942,3.4390243902439024,0.3143882571036013,1.5609756097560976,0.07846686801046543,0.0,0.0,0,0.0,,,1,DOS,7
DOS,2,7,4857.755102040816,404.35739471671,8145.510204081633,652.2831338220766,2.3469387755102042,0.13537244042266935,15.448979591836734,1.2100982505262525,326.53061224489795,25.006497489680044,171.18367346938774,33.917613186111375,493.40816326530614,44.16880611909087,538.2244897959183,44.9876708857315,44.816326530612244,20.358869464568254,,,,,,,,,,,4.020408163265306,0.27892193443473706,1.469387755102041,0.0720333965460795,0.0,0.0,0,0.0,,,2,DOS,7
DPA,1,5,4815.820895522388,355.03897896310326,8047.761194029851,574.1359918020863,1.6567164179104477,0.05844447823119766,15.492537313432836,1.0587391557305987,348.7313432835821,24.11112317077134,21.597014925373134,15.242337008970162,857.6268656716418,33.09300406514319,877.5373134328358,31.91279054033908,19.91044776119403,12.774754816654488,0.21057565869649073,0.010974838625828728,0.5139323865015636,0.018232968986233333,0.42279945254670803,0.01601867025466295,0.8159306089556242,0.029145778085215058,0.8005020375268791,0.02873917891863464,3.298507462686567,0.15040263370917098,2.0597014925373136,0.09947987079009052,3.5099999999999967,0.0,0,0.0,0.40936268213954197,0.012340319118629378,1,DPA,5
DPA,2,5,5062.0,326.56259698078617,8513.5,523.5869531112808,2.45,0.1004735622383359,16.225,0.9709343992232105,339.9625,18.341429928433065,149.0625,25.299299183206486,588.975,34.01129733660548,620.4375,34.996997356509304,31.4625,17.06941286679447,,,,,,,,,,,4.1,0.0900070320740819,2.05,0.09053288094192945,3.509999999999996,0.0,0,0.0,,,2,DPA,5
DSA,1,2,5092.95652173913,432.7105367952625,8473.826086956522,694.8742473410043,1.6521739130434783,0.07099970268936748,16.195652173913043,1.2810848230626797,352.3695652173913,25.96546124149775,23.652173913043477,16.632376824500405,863.7608695652174,38.69074943158119,909.0869565217391,40.295596504687175,45.32608695652174,20.983155294978047,0.08479950888970977,0.0054773928430649444,0.49927226857073265,0.02160766607079178,0.4105412195490427,0.017496931913711603,0.8251056084324688,0.046764295682876725,0.7671056084326531,0.044874994251134524,4.391304347826087,0.22301894564256633,1.4565217391304348,0.07425326641999709,128.38000000000008,0.0,0,0.0,0.17034489237045342,0.00830102072057325,1,DSA,2
