,,,Unnamed: 0,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,OrdenPres,OrdenPres,sujnum,sujnum,FFD,FFD,SFD,SFD,FPRT,FPRT,TFT,TFT,RRT,RRT,transicion,transicion,dur_totCCV,dur_totCCV,dur_CCV_sin_inico,dur_CCV_sin_inico,tiempo_onset_vocal_l,tiempo_onset_vocal_l,tiempo_onset_vocal_r,tiempo_onset_vocal_r,OrdenDeCCV,OrdenDeCCV,repeticion_ccv,repeticion_ccv,Frecuencia,Frecuencia,SegConsVoceada,SegConsVoceada,NormTransition,NormTransition,block,CCV,type
,,,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,,,
CCV,bloque,TipoNumCCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSA,2,2,5049.938775510204,432.0423293227985,8447.897959183674,694.3620176844385,2.3877551020408165,0.13304494704495198,16.040816326530614,1.2886735730795564,320.6530612244898,23.149278044832105,123.0,29.684967220995283,586.6122448979592,40.9071540439853,620.1836734693877,40.54466204443069,33.57142857142857,17.039969020443877,,,,,,,,,,,2.122448979591837,0.21155532932305632,1.510204081632653,0.07215375318230077,128.38000000000008,0.0,0,0.0,,,2,DSA,2
DTA,1,5,4842.388059701492,348.0158386493383,8109.253731343284,562.3436373831657,1.6417910447761195,0.05901916735666634,15.656716417910447,1.0380704882969098,318.1940298507463,21.214932901654347,36.19402985074627,17.531199026483694,834.179104477612,37.64870065428203,851.0746268656717,37.963873382995146,16.895522388059703,11.871030424213004,0.2051806902523931,0.008216256430416487,0.4892025548667237,0.014116450877655175,0.40542379052317956,0.012519379111908811,0.8499119936227457,0.03998843465830049,0.811231993622962,0.04174922149176573,2.5522388059701493,0.1003917746020942,2.014925373134328,0.10086136782444424,1.4399999999999988,0.0,0,0.0,0.41924926786153666,0.01108930174938894,1,DTA,5
DTA,2,5,4964.38961038961,328.83794869041725,8314.25974025974,529.889133674064,2.3766233766233764,0.10626152149177727,15.779220779220779,0.9837405729707794,340.012987012987,17.240949496598382,98.35064935064935,21.746023326043876,600.9090909090909,29.301396425319833,620.5584415584416,30.09332427513448,19.649350649350648,7.308544382831575,,,,,,,,,,,3.935064935064935,0.04654010808079071,1.9610389610389611,0.09506187221701874,1.4399999999999986,0.0,0,0.0,,,2,DTA,5
FBA,1,4,4873.4375,417.6252146989563,8158.4375,673.1710709002801,1.625,0.07061658535825402,15.770833333333334,1.241367205308758,359.75,30.54739225791402,61.333333333333336,24.22042199482836,826.0416666666666,47.79761150088073,834.9166666666666,47.66205868467565,8.875,7.047371687021728,0.1429149198592117,0.007799636129581916,0.4957882249231165,0.01750845916110393,0.364700550883438,0.014867432681377572,0.9575826423769188,0.044056010579514915,0.7678084488287067,0.05141543741603184,2.5625,0.22657300813244372,1.4791666666666667,0.07286915878889005,90.65000000000003,0.0,0,0.0,0.2898451315954633,0.012089595220697342,1,FBA,4
FBA,2,4,5057.25,444.4157746552336,8447.25,715.3879753186354,2.375,0.13522046615836342,16.0625,1.3260237079756434,374.0208333333333,20.602160459234888,147.20833333333334,32.65004858007602,652.8541666666666,40.2120045498145,670.4791666666666,39.1706915419137,17.625,10.627127446584872,,,,,,,,,,,3.25,0.18713025008387585,1.4791666666666667,0.07871746391554742,90.65000000000003,0.0,0,0.0,,,2,FBA,4
FCA,1,4,4793.121951219512,449.9232376196508,8011.170731707317,725.1498801361762,1.7073170731707317,0.07194088392074452,15.439024390243903,1.339843811650923,397.8048780487805,30.501983532306816,9.170731707317072,6.4490406205605115,957.2926829268292,51.51446924257726,957.2926829268292,51.51446924257726,0.0,0.0,0.12388172059414529,0.009030523003123356,0.4296248372049794,0.01974985279176482,0.3049105504822037,0.017508128729578118,0.8261465200063035,0.04365530512833349,0.8380101563702845,0.04175491310221786,4.658536585365853,0.19002488956860933,1.6341463414634145,0.09076972715087021,0.0,0.0,0,0.0,0.2898636278357834,0.01677325119822389,1,FCA,4
FCA,2,4,5043.527777777777,344.2541897671413,8468.527777777777,552.6058877749402,2.361111111111111,0.11067009503774432,16.125,1.024148468764167,329.3611111111111,22.02931701438624,117.09722222222223,24.3267899083822,613.6527777777778,40.639388795158595,628.2638888888889,41.34213044851142,14.61111111111111,7.615761689890055,,,,,,,,,,,2.7777777777777777,0.2067164696752178,1.9444444444444444,0.09463067343111,0.0,0.0,0,0.0,,,2,FCA,4
FDA,1,4,4886.0204081632655,388.6912602884922,8247.244897959185,623.0150899632763,1.6326530612244898,0.06958255967849927,16.0,1.1450871101343854,280.46938775510205,25.40868507509966,9.26530612244898,6.7967188656445785,787.0816326530612,43.754220755923335,787.0816326530612,43.754220755923335,0.0,0.0,0.1295901162724073,0.008385800350739044,0.4888791297473304,0.02087226979046376,0.3466897836625862,0.014959710461780162,0.9399645361692963,0.05498187719132464,0.8071463543518662,0.05028880976358786,1.9183673469387754,0.17211354891258163,1.489795918367347,0.07215375318230077,0.0,0.0,0,0.0,0.2629169985039337,0.010712083154252244,1,FDA,4
FDA,2,4,5145.4,432.9018707478285,8637.4,690.9755900613319,2.466666666666667,0.1333333333333333,16.377777777777776,1.2808965014248863,378.84444444444443,27.645189830478415,129.35555555555555,34.182252994106264,705.3111111111111,51.7356023227643,717.5777777777778,52.09377217948194,12.266666666666667,8.096538729231114,,,,,,,,,,,4.933333333333334,0.19436506316151,1.5777777777777777,0.07446027270295803,0.0,0.0,0,0.0,,,2,FDA,4
FGA,1,4,4928.475,451.30164309572086,8271.975,726.8020958434531,1.625,0.07752170911825529,16.0,1.340684861343596,329.575,34.088570298561955,25.775,18.203250185274392,993.575,45.8118068912483,996.325,45.73177635506567,2.75,2.75,0.14184572472854373,0.012688859886670536,0.4493050382773329,0.02282455689447576,0.33741817595660434,0.02056166409487989,0.8362717955679123,0.03325827688345113,0.8122717955677564,0.04147469652359574,3.775,0.2518839272770552,1.35,0.07637626158259732,9.240000000000006,0.0,0,0.0,0.30844418604327245,0.016974965187941726,1,FGA,4
FGA,2,4,5123.78,426.3506741868621,8579.78,682.6123800966581,2.44,0.1282853961179637,16.28,1.268146647027601,354.86,21.75620033602431,124.78,26.237164636508744,612.32,43.80541798565515,640.3,45.766543791423054,27.98,17.187429910803285,,,,,,,,,,,3.78,0.27890456271284053,1.5,0.0769309258162072,9.240000000000006,0.0,0,0.0,,,2,FGA,4
FJA,1,1,4787.847826086957,415.92600950063473,8016.108695652174,672.228609627844,1.6521739130434783,0.07099970268936749,15.434782608695652,1.2385327823905514,335.7826086956522,21.64558423674955,16.5,11.598798455179084,974.804347826087,43.819696667195686,982.9782608695652,43.244328763137624,8.173913043478262,8.173913043478262,0.062364907804579595,0.004549159601631001,0.4512568596420549,0.023901768134205786,0.3611262845169587,0.02047223614009632,0.7909338536012804,0.04661454711853436,0.8070079276753579,0.04531270092542712,4.239130434782608,0.24902667068753018,1.5217391304347827,0.07446511639805871,0.0,0.0,0,0.0,0.14085986771545567,0.009214907536414234,1,FJA,1
FJA,2,1,4998.791666666667,439.18276272701854,8336.291666666666,706.4694935757186,2.4166666666666665,0.13259993332119313,15.75,1.3075408676471172,326.2708333333333,19.59987017758364,117.16666666666667,29.151465136794574,626.6666666666666,47.9237383002557,644.8333333333334,47.81035539234485,18.166666666666668,12.380074836408813,,,,,,,,,,,5.041666666666667,0.17854398640879032,1.4791666666666667,0.07286915878889005,0.0,0.0,0,0.0,,,2,FJA,1
FPA,1,4,4732.880952380952,421.6048182445179,7912.880952380952,677.7852042098134,1.619047619047619,0.07584124375059005,15.214285714285714,1.2514965323959035,315.73809523809524,27.05036940466675,48.666666666666664,27.1740778530241,951.6666666666666,57.322626150889924,992.8333333333334,52.9288075823244,41.166666666666664,31.37691726245718,0.15447834297625687,0.007423516559013876,0.4594994960847629,0.018433786569108317,0.33419125186984044,0.015102871674066194,0.852547948527265,0.04063986079774292,0.7710318194952188,0.055974467811417794,4.595238095238095,0.19595065571923673,1.5714285714285714,0.07728596868577992,0.2899999999999997,0.0,0,0.0,0.34090705202850985,0.014003157308851448,1,FPA,4
FPA,2,4,4925.5,451.6070499780225,8226.863636363636,726.2133060970002,2.3636363636363638,0.1420586674615843,15.568181818181818,1.3442374573437263,324.09090909090907,20.627441701373705,146.04545454545453,31.076475174071245,550.4772727272727,43.83697321378199,592.2954545454545,45.91136763554799,41.81818181818182,23.56889663768856,,,,,,,,,,,2.1363636363636362,0.2219243845160361,1.5,0.07624928516630235,0.28999999999999965,0.0,0,0.0,,,2,FPA,4
FSA,1,1,4886.139534883721,418.2184405167427,8218.232558139534,671.268101964124,1.627906976744186,0.07458453262672307,15.883720930232558,1.2349691206838838,347.7906976744186,31.847601496576736,28.162790697674417,20.524083852300322,956.953488372093,51.559692996056405,987.046511627907,49.38262203796817,30.093023255813954,26.586114785631654,0.05167701433855023,0.005899114221744283,0.45480626278464165,0.028468268817858702,0.3587117172031522,0.018958841302066667,0.9244780250996235,0.03704093277291759,0.8995234796449597,0.04454917839487163,4.395348837209302,0.23089103460324328,1.5348837209302326,0.08385002966195323,0.99,0.0,0,0.0,0.11136721102089132,0.008614049648102428,1,FSA,1
FSA,2,1,4978.04347826087,426.1481756277296,8343.260869565218,684.5691973258264,2.4347826086956523,0.1342438977032975,15.804347826086957,1.2708624502123738,347.3478260869565,21.32269248642923,76.23913043478261,23.24093890822515,683.9782608695652,45.345101724084486,711.1739130434783,46.1387982055555,27.195652173913043,22.10308784612556,,,,,,,,,,,4.782608695652174,0.22823211229019744,1.5434782608695652,0.07425326641999709,0.9900000000000001,0.0,0,0.0,,,2,FSA,1
FTA,1,4,5000.76,407.6853804549958,8363.16,657.8928343722612,1.6,0.06998542122237653,16.14,1.215213091248962,328.68,24.972792378580202,44.5,17.232414875721265,775.24,47.685351021470055,822.1,46.856326212395786,46.86,25.761179621869104,0.1380483903295946,0.006754256468834739,0.4743491214040108,0.016870637752116953,0.3416538758028317,0.013227840801522242,1.0428188885731202,0.04157345848669635,0.8497136254150494,0.05733955595419979,2.68,0.22756923144845573,1.5,0.07142857142857142,637.1800000000002,0.0,0,0.0,0.2929426070843599,0.011024750260241623,1,FTA,4
FTA,2,4,5117.528301886792,409.6698213893295,8557.905660377359,658.4893359514587,2.4339622641509435,0.12493665728102955,16.22641509433962,1.2213751527438963,322.47169811320754,19.307450673374223,105.26415094339623,24.826234294547124,633.2264150943396,46.38117956910594,663.3584905660377,47.42546741580787,30.132075471698112,24.573252325482887,,,,,,,,,,,4.150943396226415,0.22278782921638246,1.5660377358490567,0.07382084166054875,637.1800000000002,0.0,0,0.0,,,2,FTA,4
GBA,1,5,4900.830769230769,365.2309955101852,8185.138461538461,592.2945598381814,1.646153846153846,0.05977027026123097,15.815384615384616,1.0921248492688609,369.32307692307694,27.713672581038306,42.46153846153846,18.97518720039254,833.4461538461538,36.38239107284615,855.8461538461538,34.37214485184153,22.4,10.05384063621766,0.1906366407024777,0.009538822949185052,0.48843811825887257,0.019565648097501675,0.3931201209287471,0.01571242988207709,0.7350767024282108,0.03851212661164603,0.7191536255050816,0.04308512562537981,2.876923076923077,0.1588838658902681,2.123076923076923,0.10168695435694065,7.040000000000007,0.0,1,0.0,0.39116017046122914,0.013416637942725622,1,GBA,5
GBA,2,5,4926.208333333333,346.5120354942538,8258.708333333334,557.060028512892,2.4444444444444446,0.10631266243679995,15.652777777777779,1.0289547779867272,341.05555555555554,18.113307181776072,105.80555555555556,23.894268919601313,616.0555555555555,33.41282709428033,628.7777777777778,32.91346018864151,12.722222222222221,8.168324595105796,,,,,,,,,,,4.125,0.08831915910726683,2.013888888888889,0.0978906154647638,7.040000000000009,0.0,1,0.0,,,2,GBA,5
GCA,1,5,4747.628571428571,334.44425901759104,7949.057142857143,540.5853318282632,1.6285714285714286,0.058168843166177306,15.3,0.9948833904847971,357.57142857142856,24.450190813555714,24.228571428571428,14.300721310169179,992.3857142857142,41.466293991806964,1011.4571428571429,41.38530602957039,19.071428571428573,9.892074361179777,0.22767643773833052,0.011519821654838272,0.548726400857443,0.025513871751524638,0.46231091664856466,0.020914423289494246,0.8068390331209028,0.048554654558771185,0.7711827831211556,0.05576996558900775,3.142857142857143,0.11198512598238018,2.0142857142857142,0.09650809541957786,0.0,0.0,0,0.0,0.4198622385488674,0.01504696061651143,1,GCA,5
GCA,2,5,5041.644736842105,336.5265155758095,8452.171052631578,540.5151429750313,2.473684210526316,0.10169387190308378,16.026315789473685,1.000696894749648,314.19736842105266,17.062270058722746,150.57894736842104,23.794730827288646,585.171052631579,37.188162558015236,610.6842105263158,37.823993176736316,25.513157894736842,14.302465661814635,,,,,,,,,,,2.8815789473684212,0.12278508576092845,1.986842105263158,0.09457832742477117,0.0,0.0,0,0.0,,,2,GCA,5
GDA,1,5,4808.828947368421,325.5043845276466,8084.355263157895,525.530164625409,1.618421052631579,0.05609235887280059,15.68421052631579,0.9686689232745214,333.4342105263158,19.511771845108,22.736842105263158,13.172424258635617,911.3552631578947,26.549838628692314,919.6315789473684,27.50086341295464,8.276315789473685,4.499185060095455,0.1772158676332514,0.007403524460511281,0.46864163601706665,0.015725700363152555,0.3928064224560969,0.01380375933928343,0.8316710367279583,0.028927448448649824,0.8416710367277906,0.029210714207297764,3.3552631578947367,0.08101103968178149,2.026315789473684,0.09546503761693186,8.059999999999992,0.0,1,0.0,0.380548118964383,0.010592202163905256,1,GDA,5
GDA,2,5,4822.723076923077,360.8226761297957,8068.261538461538,581.7966661214717,2.353846153846154,0.11691295502746664,15.276923076923078,1.0789746941112865,310.61538461538464,18.307951880835986,111.9076923076923,23.510418344003565,570.1076923076923,36.73147834595403,586.4307692307692,38.58916977169422,16.323076923076922,7.154010027072621,,,,,,,,,,,2.6769230769230767,0.10986812966989001,1.9538461538461538,0.101504947849205,8.06,0.0,1,0.0,,,2,GDA,5
GFA,1,2,4824.2,417.83202561873236,8064.2,675.3945676719767,1.66,0.06767268161329722,15.58,1.2460844797252895,301.32,26.648466510231668,53.88,23.729145774419973,865.18,51.16930433494723,868.56,50.82659724745601,3.38,3.38,0.10321582788399555,0.007857095380553998,0.5563501009082428,0.02123908070958942,0.46215844160426633,0.017506197587925737,0.8565531859360126,0.0510871039241421,0.6849605933438953,0.07211316197446542,1.92,0.16620616653998843,1.56,0.07645193234434086,0.9399999999999996,0.0,0,0.0,0.18925711868975792,0.013165633356168183,1,GFA,2
GFA,2,2,5133.632653061224,442.42116855542787,8542.612244897959,710.8798555744157,2.3877551020408165,0.133044947044952,16.142857142857142,1.318368399991155,315.55102040816325,26.53017889494331,143.51020408163265,29.898156531586153,528.2244897959183,45.71099565268326,544.3877551020408,45.47175074619319,16.163265306122447,7.911303962692574,,,,,,,,,,,1.816326530612245,0.1477537865916563,1.5510204081632653,0.07748833843465659,0.9399999999999996,0.0,0,0.0,,,2,GFA,2
GJA,1,2,4618.675675675676,480.6531514856781,7741.918918918919,779.5722506359042,1.6486486486486487,0.07956541321016078,14.945945945945946,1.4347394872642327,301.4054054054054,27.910745222728774,45.648648648648646,25.807738445823038,972.9459459459459,61.38165137925962,982.2162162162163,60.96879444928611,9.27027027027027,9.270270270270272,0.1289608759695222,0.018805340700551607,0.559654623890203,0.0390235462453568,0.4619587843105373,0.03281719306277678,1.0032431179211647,0.09431375805982158,0.9344097845881956,0.0841764119060862,2.4324324324324325,0.23741772888476467,1.5405405405405406,0.08305895907471068,0.0,0.0,0,0.0,0.22296228076741395,0.019960519952903436,1,GJA,2
GJA,2,2,4990.098039215686,410.50882463338576,8395.980392156862,657.7863140065103,2.450980392156863,0.1262233485445575,15.980392156862745,1.223139706665718,371.29411764705884,24.45484504892194,101.43137254901961,30.13809074325374,772.0588235294117,51.4349801759251,772.0588235294117,51.4349801759251,0.0,0.0,,,,,,,,,,,4.2745098039215685,0.23276417649806586,1.5490196078431373,0.0757380702581489,0.0,0.0,0,0.0,,,2,GJA,2
GPA,1,5,4970.958333333333,332.9090018845964,8300.958333333334,536.4741327269135,1.6805555555555556,0.05533504751887217,15.930555555555555,0.9908277291069173,309.3611111111111,20.350242195514568,29.40277777777778,14.386850898113968,861.9583333333334,33.12558758743035,865.9027777777778,32.9444104256713,3.9444444444444446,2.776486397786361,0.2193686813689018,0.009339704981669158,0.516088757513151,0.020131083096917638,0.434680282573287,0.016017888283002907,0.7853701071230595,0.030654255736681738,0.772915561668266,0.03304661332506079,3.875,0.10640207059065203,2.0277777777777777,0.09684422381492572,7.980000000000008,0.0,0,0.0,0.43084324472800756,0.012025928346028617,1,GPA,5
GPA,2,5,4785.213333333333,329.8147759152278,8061.213333333333,531.4943750749733,2.44,0.1043901206882016,15.333333333333334,0.9855411159821243,368.82666666666665,20.13386169582941,155.69333333333333,27.330687457085244,645.8266666666667,37.47330760932618,664.44,38.834953328155294,18.613333333333333,10.382433073057417,,,,,,,,,,,3.5733333333333333,0.07146682802186975,2.026666666666667,0.09486516430913615,7.980000000000009,0.0,0,0.0,,,2,GPA,5
GSA,1,2,4747.6,429.4633924498634,7919.6,697.7047604304222,1.6666666666666667,0.07106690545187017,15.222222222222221,1.2846761526001342,343.46666666666664,27.528031626916686,62.24444444444445,25.90546441235426,904.3333333333334,51.084234259691016,943.1111111111111,52.7661146070991,38.77777777777778,30.79236244162262,0.08483861443251033,0.010458267037744145,0.5120377690463982,0.021436158894144974,0.4256077356644102,0.019964993141495274,0.9336531986633022,0.06154960085231187,0.7990817700927766,0.0454174933113843,3.4,0.3005046260925617,1.5333333333333334,0.07521014330903548,12.410000000000009,0.0,0,0.0,0.16290492584403712,0.014356885464547744,1,GSA,2
GSA,2,2,5077.478260869565,429.34280836057707,8485.739130434782,687.9246036619576,2.347826086956522,0.13976305450714427,16.043478260869566,1.2747857721850144,328.5652173913044,26.213885249580553,103.67391304347827,27.637981538536234,667.304347826087,52.53839515786046,682.7826086956521,53.42898047531302,15.478260869565217,8.953812732286984,,,,,,,,,,,2.4782608695652173,0.20320887242123026,1.434782608695652,0.07389883353033022,12.410000000000007,0.0,0,0.0,,,2,GSA,2
GTA,1,5,4970.246376811594,339.48987256545456,8306.768115942028,548.9156621502506,1.6666666666666667,0.057166195047502956,16.0,1.0108111250054495,353.6376811594203,22.477391985616592,11.652173913043478,9.530514238845889,870.5507246376811,36.7998407104389,902.2463768115942,36.50688898889534,31.695652173913043,22.097718578818778,0.20840169775615075,0.008917014407885419,0.48550218828079,0.017055840854462236,0.41097311306785794,0.015405102186455197,0.8624852534492312,0.03934004601565658,0.8612352534488505,0.03929896051612263,3.072463768115942,0.05954802978721337,1.9855072463768115,0.10006978303269118,47.63999999999998,0.0,0,0.0,0.4313666377151952,0.012542662577603848,1,GTA,5
GTA,2,5,4912.277777777777,338.5496291788618,8264.777777777777,544.688975737883,2.4444444444444446,0.10631266243679995,15.708333333333334,1.0086553243701644,354.2083333333333,16.420862735594035,142.76388888888889,23.943019646054342,598.3888888888889,33.12555285247778,630.5694444444445,36.1936887995109,32.18055555555556,15.299888591717608,,,,,,,,,,,3.611111111111111,0.11457814637095597,2.0,0.09889847151615447,47.63999999999997,0.0,0,0.0,,,2,GTA,5
JBA,1,4,4781.837209302325,423.57252544059116,8009.279069767442,681.4846979166541,1.6511627906976745,0.07354134093414837,15.395348837209303,1.25627529362865,353.1860465116279,24.374665419266105,31.72093023255814,18.84121814526753,839.7441860465116,52.47181485712174,884.046511627907,49.03237515547153,44.30232558139535,25.00120783092745,0.14890987680873713,0.008602217031136682,0.4960838634694955,0.019987020309222767,0.3500640541476063,0.0165635951902444,0.8295827860683411,0.043721665683374454,0.7771345102064617,0.047561215886752176,3.627906976744186,0.3032187165210535,1.5813953488372092,0.08307862384722502,0.0,0.0,0,0.0,0.2998181663497939,0.012568073476596548,1,JBA,4
JBA,2,4,5068.897959183673,419.3418213503354,8499.918367346938,670.6027430430144,2.3877551020408165,0.13304494704495198,16.142857142857142,1.2426655572095133,334.7959183673469,23.77480765946928,149.91836734693877,30.920759993634107,625.469387755102,45.645922674839525,625.469387755102,45.645922674839525,0.0,0.0,,,,,,,,,,,1.9795918367346939,0.18091273669349933,1.530612244897959,0.07771197046799906,0.0,0.0,0,0.0,,,2,JBA,4
JCA,1,4,4770.0,437.8505445534475,7973.181818181818,711.041407340067,1.6136363636363635,0.07425392901036848,15.409090909090908,1.3127759678938689,349.70454545454544,29.75920948550857,24.295454545454547,18.039789811215297,981.7045454545455,51.183628497381704,1049.3863636363637,46.266374347389046,67.68181818181819,36.51438033392431,0.16466503628173945,0.0153026887883575,0.5455695945528429,0.027778456569176782,0.38345389325243845,0.02234778123464306,0.8468959976774374,0.03672980331172693,0.8145411589677514,0.04782354690403248,3.8636363636363638,0.14390693599398413,1.5681818181818181,0.07553702921752883,0.0,0.0,0,0.0,0.29220007008752935,0.015628966370011318,1,JCA,4
JCA,2,4,4935.28,409.96815509978126,8265.28,661.5390793460659,2.4,0.1309307341415954,15.68,1.2260572280813864,367.54,25.674400972683326,152.18,33.138887570160755,716.68,53.67356693713491,716.68,53.67356693713491,0.0,0.0,,,,,,,,,,,4.04,0.1176643444684228,1.54,0.07119963311072636,0.0,0.0,0,0.0,,,2,JCA,4
JDA,1,4,5106.8,419.5665050039291,8530.8,672.7655929298874,1.6222222222222222,0.07309112127323451,16.4,1.2380336315008864,338.06666666666666,28.310550555001093,7.4,7.3999999999999995,912.6888888888889,49.340835037975076,945.4222222222222,50.1198411173174,32.733333333333334,22.090548278218975,0.1557057574551758,0.012950652488271413,0.4978099795054894,0.020487554891586858,0.3545343704863825,0.017591297164247222,0.7642318684916782,0.044936024808858825,0.7646189652657521,0.03879386958663528,5.0,0.0778498944161523,1.511111111111111,0.0753592220347252,0.0,0.0,0,0.0,0.30681884164742124,0.015018264133375698,1,JDA,4
JDA,2,4,4981.571428571428,430.0445644127506,8331.775510204081,690.5831092908699,2.3877551020408165,0.133044947044952,15.775510204081632,1.2818278914508774,335.3469387755102,22.435253611430173,116.38775510204081,27.41427293987349,635.1632653061224,51.59856451144564,635.1632653061224,51.59856451144564,0.0,0.0,,,,,,,,,,,3.4285714285714284,0.2871985257574957,1.530612244897959,0.0720333965460795,0.0,0.0,0,0.0,,,2,JDA,4
JFA,1,1,4933.841269841269,365.8791173645693,8253.84126984127,592.1430367214585,1.5714285714285714,0.06284876358057997,15.984126984126984,1.093782658291932,324.5079365079365,22.554183186708336,58.666666666666664,22.37558192911788,954.7936507936508,38.18744132870197,980.3015873015873,38.389710995963846,25.50793650793651,18.38671007915797,0.07987151646600833,0.0072457005759760966,0.5720633557498801,0.019980175630210185,0.41769893609363734,0.015049350570287745,0.8614068020678839,0.04464208362331225,0.8149743696353223,0.03828358646700025,3.0317460317460316,0.2048668644251748,1.9841269841269842,0.1024334322125874,0.0,0.0,0,0.0,0.13688081816627531,0.010108832901346934,1,JFA,1
JFA,2,1,5024.74,432.84414766914495,8412.34,695.4744635696921,2.48,0.12532406971120746,15.96,1.287287925866483,302.48,22.933750905864592,100.2,25.075494175853546,644.38,51.489597839896604,672.78,51.91303788106429,28.4,20.27436302127313,,,,,,,,,,,2.42,0.21013115437939306,1.54,0.07671840904055743,0.0,0.0,0,0.0,,,2,JFA,1
JGA,1,4,4640.972222222223,482.2306016342775,7800.972222222223,774.6052988623129,1.6388888888888888,0.08118935126220327,15.11111111111111,1.4291621353685084,390.6388888888889,31.44292265934501,8.194444444444445,8.194444444444445,1070.361111111111,52.18260296332695,1101.2222222222222,50.546475723959965,30.86111111111111,16.703918026171106,0.15691820261842673,0.01396752761145286,0.5324479215943365,0.030233127482615564,0.36011291284454616,0.017886648615291923,0.7836313365322586,0.04893788156691086,0.7961730031993581,0.04394455606361484,3.9722222222222223,0.2774204050331334,1.5555555555555556,0.08399210511316162,0.0,0.0,0,0.0,0.29503849429479023,0.01970889846120363,1,JGA,4
JGA,2,4,5116.33962264151,407.10891367443156,8546.528301886792,653.8074329373534,2.358490566037736,0.12945778299551677,16.20754716981132,1.2120460009394656,354.79245283018867,23.516003853142657,133.37735849056602,25.755764025989947,647.2075471698113,50.747513530504264,656.1698113207547,51.147852899256286,8.962264150943396,5.623463329153402,,,,,,,,,,,3.0754716981132075,0.27052743275870766,1.528301886792453,0.07428309315105483,0.0,0.0,0,0.0,,,2,JGA,4
JPA,1,4,5246.659574468085,424.8942059940599,8766.234042553191,678.1872483080105,1.6382978723404256,0.07084485475872634,16.872340425531913,1.252423006389962,340.27659574468083,24.42492513275457,19.93617021276596,12.172002126143918,939.5744680851063,50.245933047997795,942.6382978723404,50.35437255919001,3.0638297872340425,3.063829787234043,0.17580451967912739,0.011290551937474644,0.5327661056507447,0.02484252560157709,0.3696821101196413,0.02024923128205537,0.8137870423003976,0.03856686056896852,0.7977245423006032,0.039647429660754054,3.148936170212766,0.1874378673600807,1.553191489361702,0.0733026284390658,0.0,0.0,0,0.0,0.33106188164688927,0.014580408553426676,1,JPA,4
JPA,2,4,4803.869565217391,433.06772083550356,8055.608695652174,697.1561829728378,2.4782608695652173,0.13091698307984015,15.23913043478261,1.2903150132577526,357.54347826086956,19.564156976094193,167.15217391304347,33.200750346437616,649.304347826087,49.820313548712214,666.2826086956521,50.25407583675436,16.97826086956522,14.062197556784072,,,,,,,,,,,4.739130434782608,0.22292474545013044,1.5217391304347827,0.08069223714246408,0.0,0.0,0,0.0,,,2,JPA,4
JSA,1,1,4918.152173913043,418.034879352151,8205.108695652174,676.7059738910017,1.673913043478261,0.06988152725357213,15.717391304347826,1.2486371482533745,298.9347826086956,23.68942368169666,36.08695652173913,18.389474675149838,814.9347826086956,49.36748134815858,827.5652173913044,48.725016163856026,12.630434782608695,9.667084383561104,0.05621117512813114,0.005366801945126042,0.5442037117943728,0.017535263885940355,0.4154506699950897,0.013807127519597366,0.9932865127133056,0.05257118160713339,0.8796615127139851,0.05123721365782425,2.5434782608695654,0.24218514445026673,1.5,0.07453559924999299,0.3599999999999998,0.0,0,0.0,0.10276328080836121,0.008031114527987071,1,JSA,1
JSA,2,1,5249.391304347826,441.33525053029547,8743.739130434782,707.9278863044734,2.347826086956522,0.1397630545071443,16.52173913043478,1.3098434948864726,394.0869565217391,28.58547359354236,124.06521739130434,30.388139724517924,701.1086956521739,55.43483120202473,718.3913043478261,54.93177567670654,17.282608695652176,10.007082662976783,,,,,,,,,,,4.304347826086956,0.2302478505302667,1.5434782608695652,0.07425326641999709,0.3599999999999998,0.0,0,0.0,,,2,JSA,1
JTA,1,4,4941.309523809524,433.251115430968,8271.309523809523,700.7201468090732,1.5714285714285714,0.0772859686857799,16.0,1.2905445464922303,309.0952380952381,32.95153251947309,85.69047619047619,32.36512239453941,782.1666666666666,51.874949216119624,782.1666666666666,51.874949216119624,0.0,0.0,0.1657343857865851,0.008865477913733995,0.521768743146353,0.018099420004424584,0.36582437078782754,0.013133551803535716,0.8782087675999704,0.04518017781485327,0.6731775176002108,0.04939693600671734,1.7380952380952381,0.15263661769380002,1.4761904761904763,0.07799829681942307,0.0,0.0,0,0.0,0.31916058189147956,0.0142470556133753,1,JTA,4
JTA,2,4,4968.25,450.17561070142585,8277.795454545454,724.9994784422894,2.409090909090909,0.13915397428907983,15.590909090909092,1.3442061804729797,341.25,25.35580057149773,109.8409090909091,34.79313592942135,644.5,42.79891153700806,649.0227272727273,42.12844660508714,4.5227272727272725,3.41159703514265,,,,,,,,,,,3.2954545454545454,0.30772222148679984,1.5,0.07624928516630235,0.0,0.0,0,0.0,,,2,JTA,4
