,,,Unnamed: 0,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,OrdenPres,OrdenPres,sujnum,sujnum,FFD,FFD,FPRT,FPRT,TFT,TFT,transicion,transicion,dur_totCCV,dur_totCCV,dur_CCV_sin_inico,dur_CCV_sin_inico,tiempo_onset_vocal_l,tiempo_onset_vocal_l,tiempo_onset_vocal_r,tiempo_onset_vocal_r,OrdenDeCCV,OrdenDeCCV,repeticion_ccv,repeticion_ccv,Frecuencia,Frecuencia,SegConsVoceada,SegConsVoceada,RPD,RPD,RBRC,RBRC,RBRT,RBRT,SFD,SFD,RRT,RRT,NormTransition,NormTransition,TotalRepetition,TotalRepetition,block,CCV,type
,,,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,mean,sem,,,
CCV,bloque,TipoNumCCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTA,1,5,4751.242857142857,323.9212793434168,4751.242857142857,323.9212793434168,1.6571428571428573,0.057142857142857155,16.014285714285716,1.0185632834429066,308.64285714285717,20.681014545099355,825.1714285714286,37.242465417923206,841.3428571428572,37.59270052551353,0.20463767746285164,0.007848586016715706,0.4893245637246945,0.013420736247188444,0.40377593100877807,0.011914985010419028,0.9138224907277633,0.05704532108036322,0.821658854364305,0.052806299645024,2.5285714285714285,0.09699721148460005,2.0,0.09968895725584537,1.4399999999999988,0.0,0,0.0,837.1,36.199025128998365,0.014285714285714285,0.014285714285714287,833.6571428571428,36.10085874832016,38.51428571428571,17.12484595577925,16.17142857142857,11.366052601068557,0.41810729312434747,0.01061709207986504,2.942857142857143,0.19821743324679061,1,DTA,5
DTA,2,5,4750.792207792208,311.4850266891801,4750.792207792208,311.4850266891801,2.3766233766233764,0.10626152149177727,15.779220779220779,0.9837405729707794,340.012987012987,17.240949496598382,600.9090909090909,29.301396425319833,620.5584415584416,30.09332427513448,,,,,,,,,,,3.935064935064935,0.04654010808079071,1.9610389610389611,0.09506187221701874,1.4399999999999986,0.0,0,0.0,606.6363636363636,30.460808774328854,0.012987012987012988,0.012987012987012986,603.4025974025974,29.676170097934886,98.35064935064935,21.746023326043876,19.649350649350648,7.308544382831575,,,4.025974025974026,0.1829861907152834,2,DTA,5
GBA,1,5,4742.727272727273,345.24210858614043,4742.727272727273,345.24210858614043,1.6515151515151516,0.05910136779119291,15.984848484848484,1.08871996100603,369.3030303030303,27.290545590856297,842.469696969697,36.94578791437492,864.530303030303,34.94363239676396,0.1921517871918906,0.009425832448506019,0.4875818975620185,0.01910167053267034,0.3928586023486111,0.015326640070475715,0.7634906322200341,0.04591149231966155,0.7482467297808624,0.04965698084300959,2.909090909090909,0.15973064846589274,2.106060606060606,0.10156993268454073,7.040000000000007,0.0,1,0.0,848.3030303030303,35.67821068674051,0.015151515151515152,0.015151515151515152,842.469696969697,36.94578791437492,41.81818181818182,18.696545049259196,22.060606060606062,9.906153553362035,0.39521855549472434,0.013700214370803869,3.0606060606060606,0.2000918062935658,1,GBA,5
GBA,2,5,4712.666666666667,328.06208320710385,4712.666666666667,328.06208320710385,2.4444444444444446,0.10631266243679995,15.652777777777779,1.0289547779867272,341.05555555555554,18.113307181776072,616.0555555555555,33.41282709428033,628.7777777777778,32.91346018864151,,,,,,,,,,,4.125,0.08831915910726683,2.013888888888889,0.0978906154647638,7.040000000000009,0.0,1,0.0,624.5555555555555,33.400981173967914,0.013888888888888888,0.013888888888888892,623.2916666666666,33.26556160665651,105.80555555555556,23.894268919601313,12.722222222222221,8.168324595105796,,,4.180555555555555,0.18163574799225116,2,GBA,5
GCA,1,5,4651.173913043478,321.9098093976194,4651.173913043478,321.9098093976194,1.6521739130434783,0.057757492535223616,15.623188405797102,1.0074533510754127,349.92753623188406,23.809947619511803,996.304347826087,42.21784280120965,1015.6521739130435,42.108554483036784,0.22481654542229873,0.011673333693655748,0.5522000490831149,0.02521364365725127,0.4638403899738939,0.020794488112758348,0.933120774957445,0.1440721076640229,0.7794896835698312,0.05544874723844391,3.1449275362318843,0.11360061191577618,2.0144927536231885,0.09791682192914734,0.0,0.0,0,0.0,996.304347826087,42.21784280120965,0.0,0.0,996.304347826087,42.21784280120965,12.420289855072463,8.184686327532313,19.347826086956523,10.03257325110417,0.41072606232841646,0.01443823238107466,2.971014492753623,0.1979983105630664,1,GCA,5
GCA,2,5,4823.184210526316,318.5534490449448,4823.184210526316,318.5534490449448,2.473684210526316,0.10169387190308378,16.026315789473685,1.000696894749648,314.19736842105266,17.062270058722746,585.171052631579,37.188162558015236,610.6842105263158,37.823993176736316,,,,,,,,,,,2.8815789473684212,0.12278508576092845,1.986842105263158,0.09457832742477117,0.0,0.0,0,0.0,598.7368421052631,37.46701177537125,0.013157894736842105,0.013157894736842103,595.3026315789474,36.92848479671685,150.57894736842104,23.794730827288646,25.513157894736842,14.302465661814635,,,4.197368421052632,0.17870856098452514,2,GCA,5
GDA,1,5,4630.355263157895,311.38569399129057,4630.355263157895,311.38569399129057,1.631578947368421,0.05570002760135981,15.763157894736842,0.977621248558204,329.0131578947368,19.25701051129038,918.3157894736842,27.283098106518896,926.5921052631579,28.18217165459353,0.17948246775381616,0.007406365664605909,0.4671848631671108,0.015612775544906194,0.39259992409874356,0.01380210033603692,0.9762433631702857,0.11183145289974769,0.8439226084533501,0.029952000002090348,3.3552631578947367,0.08101103968178149,2.0,0.09551338658818383,8.059999999999992,0.0,1,0.0,918.3157894736842,27.283098106518896,0.0,0.0,918.3157894736842,27.283098106518896,22.736842105263158,13.172424258635617,8.276315789473685,4.499185060095455,0.38576734108470984,0.010241792022951219,2.8684210526315788,0.18097407516495226,1,GDA,5
GDA,2,5,4616.415384615385,341.5484887106552,4616.415384615385,341.5484887106552,2.353846153846154,0.11691295502746664,15.276923076923078,1.0789746941112865,310.61538461538464,18.307951880835986,570.1076923076923,36.73147834595403,586.4307692307692,38.58916977169422,,,,,,,,,,,2.6769230769230767,0.10986812966989001,1.9538461538461538,0.101504947849205,8.06,0.0,1,0.0,570.1076923076923,36.73147834595403,0.0,0.0,570.1076923076923,36.73147834595403,111.9076923076923,23.510418344003565,16.323076923076922,7.154010027072621,,,3.9846153846153847,0.19914759178460953,2,GDA,5
GPA,1,5,4697.123287671233,317.3466713178214,4697.123287671233,317.3466713178214,1.6712328767123288,0.05536235457982715,15.726027397260275,0.9983358058629942,307.93150684931504,20.120388509604982,872.3972602739726,34.29595617920317,876.2876712328767,34.109309688145956,0.2193686813689018,0.009339704981669158,0.516088757513151,0.020131083096917638,0.434680282573287,0.016017888283002907,0.7720254084842516,0.030865922269319158,0.7604601910925043,0.032937303441901204,3.8904109589041096,0.10605999679759757,2.0273972602739727,0.09550913544909541,7.980000000000008,0.0,0,0.0,872.3972602739726,34.29595617920317,0.0,0.0,872.3972602739726,34.29595617920317,29.0,14.194117910501863,3.8904109589041096,2.738721276949183,0.4308432447280075,0.012025928346028615,3.0136986301369864,0.18962145929539834,1,GPA,5
GPA,2,5,4587.426666666666,312.70053726913926,4587.426666666666,312.70053726913926,2.4133333333333336,0.10585275057741675,15.36,0.9876060782345185,363.3466666666667,19.136630534872857,656.3466666666667,39.61047951852751,676.1733333333333,41.23383712103111,,,,,,,,,,,3.5866666666666664,0.07126484882941013,2.0,0.09491579957524991,7.980000000000009,0.0,0,0.0,672.0,41.52835132730365,0.013333333333333334,0.01333333333333333,664.8133333333334,39.903788315420904,144.54666666666665,25.812102010688903,19.826666666666668,10.423852987792522,,,4.12,0.1878853397710979,2,GPA,5
GTA,1,5,4743.14705882353,326.20927133157994,4743.14705882353,326.20927133157994,1.661764705882353,0.057799470628520914,15.955882352941176,1.0248094157877292,356.38235294117646,22.63971381296195,874.3235294117648,37.14827112971017,906.4852941176471,36.797171398566704,0.20821787817150506,0.009102826845506779,0.48799488605175756,0.017227958529047002,0.41295849080135527,0.015598279353343658,0.8700210244029348,0.040279697876687476,0.8686876910692088,0.040245548051180795,3.073529411764706,0.06042059370253005,1.9705882352941178,0.10041745227487013,47.63999999999998,0.0,0,0.0,923.3088235294117,42.440074249016654,0.029411764705882353,0.020641471370515797,905.4558823529412,36.935522883381545,11.823529411764707,9.670151326621008,32.161764705882355,22.42012072052616,0.42798365100092844,0.012332119872562853,2.8970588235294117,0.1955830367591568,1,GTA,5
GTA,2,5,4700.333333333333,320.5777403952631,4700.333333333333,320.5777403952631,2.4444444444444446,0.10631266243679995,15.708333333333334,1.0086553243701644,354.2083333333333,16.420862735594035,598.3888888888889,33.12555285247778,630.5694444444445,36.1936887995109,,,,,,,,,,,3.611111111111111,0.11457814637095597,2.0,0.09889847151615447,47.63999999999997,0.0,0,0.0,662.5555555555555,67.87220711012976,0.013888888888888888,0.013888888888888892,609.4166666666666,33.38289595835734,142.76388888888889,23.943019646054342,32.18055555555556,15.299888591717608,,,4.166666666666667,0.1876466562602004,2,GTA,5
